frame,tracked,inliers,ratio,parallax,status
88,1327,885,0.666918,0.066881,OK
89,1306,1043,0.798622,0.048549,OK
90,1285,1060,0.824903,0.036858,OK
91,1768,1381,0.781109,0.031926,OK
92,1730,1345,0.777457,0.032931,OK
93,1644,1249,0.759732,0.034812,OK
94,1595,1242,0.778683,0.046492,OK
95,1537,1191,0.774886,0.040937,OK
96,1750,1342,0.766857,0.027760,OK
97,1736,1369,0.788594,0.029006,OK
98,1722,1392,0.808362,0.047410,OK
99,1671,1297,0.776182,0.053058,OK
100,1649,1291,0.782899,0.047535,OK
101,1730,1340,0.774566,0.042453,OK
102,1704,1284,0.753521,0.038413,OK
103,1697,1347,0.793754,0.038549,OK
104,1617,1269,0.784787,0.043555,OK
105,1580,1315,0.832278,0.047358,OK
106,1747,1345,0.769891,0.044830,OK
107,1727,1421,0.822814,0.033197,OK
108,1705,1410,0.826979,0.047163,OK
109,1669,1316,0.788496,0.045201,OK
110,1663,1341,0.806374,0.038034,OK
111,1777,1412,0.794598,0.027314,OK
112,1758,1417,0.806030,0.017712,OK
113,1740,1422,0.817241,0.016571,OK
114,1729,1403,0.811452,0.013227,OK
115,1719,1399,0.813845,0.014626,OK
116,1776,1419,0.798986,0.021287,OK
117,1772,1441,0.813205,0.014986,OK
118,1772,1448,0.817156,0.015658,OK
119,1770,1482,0.837288,0.019891,OK
120,1766,1444,0.817667,0.024046,OK
121,1788,1597,0.893177,0.023791,OK
122,1779,1610,0.905003,0.016588,OK
123,1779,1579,0.887577,0.015292,OK
124,1775,1560,0.878873,0.015363,OK
125,1768,1512,0.855204,0.011164,OK
126,1789,1525,0.852432,0.012201,OK
127,1785,1453,0.814006,0.019117,OK
128,1781,1451,0.814711,0.019677,OK
129,1762,1401,0.795119,0.024881,OK
130,1746,1428,0.817869,0.028641,OK
131,1752,1391,0.793950,0.033510,OK
132,1713,1329,0.775832,0.034951,OK
133,1707,1374,0.804921,0.039435,OK
134,1677,1290,0.769231,0.050151,OK
135,1660,1352,0.814458,0.048590,OK
136,1774,1372,0.773393,0.056789,OK
137,1734,1285,0.741061,0.057877,OK
138,1698,1199,0.706125,0.055215,OK
139,1661,1251,0.753161,0.053932,OK
140,1607,1233,0.767268,0.060000,OK
141,1748,1317,0.753432,0.057068,OK
142,1690,1299,0.768639,0.057526,OK
143,1621,1233,0.760642,0.078893,OK
144,1590,1228,0.772327,0.076640,OK
145,1572,1297,0.825064,0.067395,OK
146,1760,1399,0.794886,0.063549,OK
147,1716,1332,0.776224,0.066608,OK
148,1672,1307,0.781699,0.068891,OK
149,1630,1250,0.766871,0.068762,OK
150,1591,1242,0.780641,0.066445,OK
151,1764,1399,0.793084,0.053689,OK
152,1743,1393,0.799197,0.035649,OK
153,1644,1264,0.768856,0.042745,OK
154,1627,1280,0.786724,0.045699,OK
155,1608,1247,0.775498,0.036679,OK
156,1767,1376,0.778721,0.038102,OK
157,1758,1422,0.808874,0.047958,OK
158,1744,1417,0.812500,0.056533,OK
159,1721,1419,0.824521,0.058700,OK
160,1682,1339,0.796076,0.054709,OK
161,1739,1339,0.769983,0.051051,OK
162,1724,1339,0.776682,0.055952,OK
163,1695,1368,0.807080,0.062126,OK
164,1652,1364,0.825666,0.068120,OK
165,1640,1300,0.792683,0.073793,OK
166,1723,1314,0.762623,0.072428,OK
167,1699,1362,0.801648,0.056114,OK
168,1684,1388,0.824228,0.044156,OK
169,1444,976,0.675900,0.047129,OK
170,1439,1229,0.854065,0.045735,OK
171,1772,1433,0.808691,0.037079,OK
172,1746,1400,0.801833,0.034550,OK
173,1736,1355,0.780530,0.025727,OK
174,1723,1324,0.768427,0.022833,OK
175,1711,1342,0.784337,0.033445,OK
176,1775,1312,0.739155,0.052436,OK
177,1769,1360,0.768796,0.043733,OK
178,1766,1324,0.749717,0.025304,OK
179,1763,1357,0.769711,0.020410,OK
180,1759,1473,0.837408,0.019376,OK
181,1789,1497,0.836780,0.012946,OK
182,1785,1540,0.862745,0.014887,OK
183,1784,1654,0.927130,0.019043,OK
184,1783,1618,0.907459,0.013014,OK
185,1783,1561,0.875491,0.012426,OK
186,1777,1495,0.841306,0.028526,OK
187,1770,1497,0.845763,0.042928,OK
188,1765,1396,0.790935,0.047036,OK
189,1754,1402,0.799316,0.035670,OK
190,1748,1402,0.802059,0.032325,OK
191,1778,1389,0.781215,0.034753,OK
192,1755,1406,0.801140,0.039785,OK
193,1748,1413,0.808352,0.041780,OK
194,1726,1315,0.761877,0.034497,OK
195,1724,1336,0.774942,0.035607,OK
196,1791,1408,0.786153,0.060348,OK
197,1777,1393,0.783905,0.071269,OK
198,1762,1381,0.783768,0.053121,OK
199,1755,1317,0.750427,0.040829,OK
200,1745,1391,0.797135,0.037413,OK
201,1769,1364,0.771057,0.055346,OK
202,1735,1344,0.774640,0.064385,OK
203,1709,1330,0.778233,0.049891,OK
204,1692,1331,0.786643,0.051516,OK
205,1664,1265,0.760216,0.080092,OK
206,1724,1266,0.734339,0.099184,OK
207,1686,1214,0.720047,0.091083,OK
208,1661,1255,0.755569,0.097577,OK
209,1636,1288,0.787286,0.085451,OK
210,1563,988,0.632118,0.062744,OK
211,1761,1343,0.762635,0.047698,OK
212,1739,1265,0.727430,0.040694,OK
213,1735,1222,0.704323,0.039783,OK
214,1679,1289,0.767719,0.038476,OK
215,1587,1235,0.778198,0.045471,OK
216,1479,1071,0.724138,0.063748,OK
217,1391,1118,0.803738,0.058933,OK
218,1353,1094,0.808574,0.038608,OK
219,1350,1203,0.891111,0.029185,OK
220,1346,1238,0.919762,0.029565,OK
221,1763,1595,0.904708,0.031567,OK
222,1756,1490,0.848519,0.033528,OK
223,1752,1398,0.797945,0.030564,OK
224,1730,1505,0.869942,0.024201,OK
225,1725,1590,0.921739,0.026336,OK
226,1762,1478,0.838820,0.043996,OK
227,1176,878,0.746599,0.033615,OK
228,1170,1038,0.887179,0.024989,OK
229,1169,1095,0.936698,0.013927,OK
230,1167,1048,0.898029,0.012767,OK
231,1754,1401,0.798746,0.018526,OK
232,1743,1387,0.795754,0.024006,OK
233,1738,1372,0.789413,0.033016,OK
234,1732,1395,0.805427,0.027780,OK
235,1632,1087,0.666054,0.030286,OK
236,1760,1331,0.756250,0.034009,OK
237,1725,1311,0.760000,0.043491,OK
238,1696,1250,0.737028,0.047930,OK
239,1680,1304,0.776190,0.033421,OK
240,1657,1343,0.810501,0.042009,OK
241,1747,1498,0.857470,0.053331,OK
242,1675,1367,0.816119,0.074554,OK
243,1606,1243,0.773973,0.078260,OK
244,1566,1195,0.763091,0.057324,OK
245,1531,1268,0.828217,0.040802,OK
246,1741,1563,0.897760,0.043864,OK
247,1698,1402,0.825677,0.053705,OK
248,1621,1380,0.851326,0.058014,OK
249,1550,1298,0.837419,0.066268,OK
250,1505,1282,0.851827,0.055114,OK
251,1497,1199,0.800935,0.043684,OK
252,1469,1202,0.818244,0.033965,OK
253,1437,1272,0.885177,0.032535,OK
254,1396,1183,0.847421,0.027851,OK
255,1357,1111,0.818718,0.032340,OK
256,1715,1490,0.868805,0.035911,OK
257,1652,1377,0.833535,0.041910,OK
258,1580,1301,0.823418,0.044415,OK
259,1199,976,0.814012,0.042602,OK
260,1176,1040,0.884354,0.035698,OK
261,1728,1459,0.844329,0.050057,OK
262,1691,1418,0.838557,0.054104,OK
263,1648,1373,0.833131,0.049914,OK
264,1619,1395,0.861643,0.049095,OK
265,1594,1337,0.838770,0.043813,OK
266,1748,1529,0.874714,0.041999,OK
267,1705,1434,0.841056,0.044110,OK
268,1226,899,0.733279,0.035530,OK
269,1209,1027,0.849462,0.036174,OK
270,1188,974,0.819865,0.032574,OK
271,1736,1391,0.801267,0.036256,OK
272,1663,1263,0.759471,0.045336,OK
273,1563,1251,0.800384,0.054620,OK
274,1540,1274,0.827273,0.046357,OK
275,1529,1266,0.827992,0.056849,OK
276,1671,1400,0.837822,0.073614,OK
277,1644,1380,0.839416,0.084028,OK
278,1611,1408,0.873991,0.096708,OK
279,1582,1355,0.856511,0.095816,OK
280,1538,1344,0.873862,0.090584,OK
281,1728,1425,0.824653,0.079876,OK
282,1654,1302,0.787183,0.067316,OK
283,1649,1461,0.885992,0.049918,OK
284,1618,1322,0.817058,0.043663,OK
285,1612,1498,0.929280,0.035233,OK
286,1762,1540,0.874007,0.049659,OK
287,1749,1540,0.880503,0.068553,OK
288,1736,1524,0.877880,0.059726,OK
289,1648,1389,0.842840,0.047748,OK
290,1639,1499,0.914582,0.034766,OK
291,1781,1508,0.846715,0.032773,OK
292,1298,909,0.700308,0.032914,OK
293,1281,1159,0.904762,0.027810,OK
294,1257,1169,0.929992,0.033777,OK
295,1252,1169,0.933706,0.033357,OK
296,1775,1542,0.868732,0.044092,OK
297,1754,1498,0.854048,0.053462,OK
298,1729,1440,0.832851,0.049347,OK
299,1655,1486,0.897885,0.038523,OK
300,1589,1391,0.875393,0.038331,OK
301,1737,1538,0.885435,0.036628,OK
302,1737,1565,0.900979,0.026488,OK
303,1733,1596,0.920946,0.025200,OK
304,1733,1571,0.906520,0.029913,OK
305,1728,1524,0.881944,0.032346,OK
306,1781,1494,0.838855,0.042027,OK
307,1768,1489,0.842195,0.041746,OK
308,1220,842,0.690164,0.054884,OK
309,1183,878,0.742181,0.086862,OK
310,1108,933,0.842058,0.066836,OK
311,1705,1312,0.769501,0.067154,OK
312,1674,1259,0.752091,0.066250,OK
313,1649,1304,0.790782,0.083689,OK
314,1592,1291,0.810930,0.090736,OK
315,1521,1188,0.781065,0.080655,OK
316,1753,1372,0.782658,0.064530,OK
317,1546,1019,0.659120,0.053893,OK
318,1526,1326,0.868938,0.048417,OK
319,1516,1322,0.872032,0.044770,OK
320,1491,1312,0.879946,0.045000,OK
321,1755,1515,0.863248,0.053139,OK
322,1701,1429,0.840094,0.059448,OK
323,1659,1435,0.864979,0.061879,OK
324,1608,1380,0.858209,0.061963,OK
325,1445,1189,0.822837,0.054371,OK
326,1521,1281,0.842209,0.046250,OK
327,1487,1315,0.884331,0.035769,OK
328,1454,1278,0.878955,0.031049,OK
329,1416,1202,0.848870,0.032175,OK
330,1383,1182,0.854664,0.039067,OK
331,1719,1506,0.876091,0.042113,OK
332,1670,1429,0.855689,0.051564,OK
333,1190,856,0.719328,0.053917,OK
334,1179,1020,0.865140,0.062442,OK
335,1158,965,0.833333,0.055645,OK
336,1657,1338,0.807483,0.077173,OK
337,1608,1341,0.833955,0.080555,OK
338,1555,1284,0.825723,0.079787,OK
339,1465,1222,0.834130,0.060944,OK
340,1443,1215,0.841996,0.056176,OK
341,1326,918,0.692308,0.050131,OK
342,1289,1048,0.813033,0.046147,OK
343,1276,1040,0.815047,0.041532,OK
344,1257,970,0.771679,0.030616,OK
345,1239,953,0.769169,0.021338,OK
346,1701,1298,0.763081,0.031061,OK
347,1580,1160,0.734177,0.050152,OK
348,1549,1287,0.830859,0.033193,OK
349,1534,1301,0.848110,0.043575,OK
350,1500,1264,0.842667,0.062685,OK
351,1666,1366,0.819928,0.079648,OK
352,1638,1373,0.838217,0.091517,OK
353,1631,1410,0.864500,0.095246,OK
354,1529,1255,0.820798,0.089387,OK
355,1502,1250,0.832224,0.082090,OK
356,1749,1413,0.807890,0.080786,OK
357,1590,1079,0.678616,0.075546,OK
358,1569,1241,0.790950,0.068646,OK
359,1544,1263,0.818005,0.064273,OK
360,1539,1256,0.816114,0.051963,OK
361,1773,1475,0.831923,0.052394,OK
362,1732,1424,0.822171,0.051846,OK
363,1665,1360,0.816817,0.042632,OK
364,1660,1467,0.883735,0.041510,OK
365,1609,1302,0.809198,0.042722,OK
366,1530,1137,0.743137,0.056738,OK
367,1528,1347,0.881545,0.046193,OK
368,1528,1342,0.878272,0.041086,OK
369,1456,1271,0.872940,0.047875,OK
370,1432,1258,0.878492,0.046854,OK
371,1771,1549,0.874647,0.053369,OK
372,1762,1486,0.843360,0.051336,OK
373,1753,1480,0.844267,0.058439,OK
374,1418,1042,0.734838,0.071849,OK
375,1364,1061,0.777859,0.089769,OK
376,1334,919,0.688906,0.178684,OK
377,1191,730,0.612930,0.198384,OK
378,1131,816,0.721485,0.187610,OK
379,1076,751,0.697955,0.163202,OK
380,1016,809,0.796260,0.134609,OK
381,1594,1067,0.669385,0.154714,OK
382,844,458,0.542654,0.132028,OK
383,820,604,0.736585,0.100932,OK
384,808,629,0.778465,0.074213,OK
385,803,627,0.780822,0.065723,OK
386,1702,1110,0.652174,0.102313,OK
387,1611,1008,0.625698,0.112328,OK
388,1542,959,0.621920,0.129017,OK
389,1478,973,0.658322,0.140250,OK
390,961,588,0.611863,0.145438,OK
391,1517,898,0.591958,0.173861,OK
392,1382,834,0.603473,0.198594,OK
393,1247,775,0.621492,0.208314,OK
394,1156,656,0.567474,0.193242,OK
395,1058,618,0.584121,0.178770,OK
396,1506,754,0.500664,0.211766,OK
397,1196,644,0.538462,0.235731,OK
398,767,376,0.490222,0.259568,OK
399,721,397,0.550624,0.236724,OK
400,689,409,0.593614,0.217850,OK
401,1339,694,0.518297,0.205817,OK
402,1211,719,0.593724,0.179714,OK
403,1085,683,0.629493,0.157264,OK
404,1011,627,0.620178,0.158880,OK
405,897,564,0.628763,0.134202,OK
406,804,474,0.589552,0.128143,OK
407,792,597,0.753788,0.098872,OK
408,775,620,0.800000,0.085116,OK
409,749,636,0.849132,0.078192,OK
410,691,565,0.817656,0.084672,OK
411,1653,1253,0.758016,0.140350,OK
412,1519,1142,0.751810,0.161196,OK
413,1378,1070,0.776488,0.182553,OK
414,1331,978,0.734786,0.189174,OK
415,1289,1020,0.791311,0.163220,OK
416,1649,1081,0.655549,0.179385,OK
417,1473,899,0.610319,0.183685,OK
418,1385,889,0.641877,0.175378,OK
419,1313,816,0.621478,0.165630,OK
420,1222,761,0.622750,0.140060,OK
421,1576,988,0.626904,0.131663,OK
422,1398,846,0.605150,0.149077,OK
423,823,446,0.541920,0.172672,OK
424,773,581,0.751617,0.177815,OK
425,720,577,0.801389,0.175703,OK
426,1448,899,0.620856,0.199641,OK
427,1206,746,0.618574,0.205985,OK
428,1047,553,0.528176,0.229927,OK
429,948,455,0.479958,0.223716,OK
430,863,440,0.509849,0.199279,OK
431,697,334,0.479197,0.149079,OK
432,667,391,0.586207,0.158079,OK
433,622,397,0.638264,0.140907,OK
434,581,415,0.714286,0.128728,OK
435,561,432,0.770053,0.122436,OK
436,1344,893,0.664435,0.152729,OK
437,1266,828,0.654028,0.149394,OK
438,1180,842,0.713559,0.147024,OK
439,794,517,0.651134,0.116919,OK
440,779,586,0.752246,0.095396,OK
441,1230,963,0.782927,0.105239,OK
442,1060,771,0.727358,0.104808,OK
443,858,654,0.762238,0.116237,OK
444,792,616,0.777778,0.113340,OK
445,759,617,0.812912,0.102647,OK
446,1316,838,0.636778,0.137315,OK
447,772,481,0.623057,0.114716,OK
448,748,596,0.796791,0.103836,OK
449,731,550,0.752394,0.085702,OK
450,718,525,0.731198,0.079681,OK
451,1646,1097,0.666464,0.135366,OK
452,1554,995,0.640283,0.129487,OK
453,1424,1009,0.708567,0.122511,OK
454,1334,841,0.630435,0.130623,OK
455,1124,739,0.657473,0.134060,OK
456,660,396,0.600000,0.133855,OK
457,632,474,0.750000,0.134338,OK
458,610,479,0.785246,0.150919,OK
459,580,475,0.818966,0.156415,OK
460,560,408,0.728571,0.165991,OK
461,1492,851,0.570375,0.241973,OK
462,1332,785,0.589339,0.224578,OK
463,1148,687,0.598432,0.183088,OK
464,542,324,0.597786,0.107588,OK
465,526,382,0.726236,0.092909,OK
466,1240,686,0.553226,0.144164,OK
467,1067,651,0.610122,0.152223,OK
468,974,610,0.626283,0.155849,OK
469,925,668,0.722162,0.139093,OK
470,910,659,0.724176,0.129190,OK
471,1399,940,0.671909,0.138576,OK
472,899,619,0.688543,0.118863,OK
473,846,636,0.751773,0.116068,OK
474,820,614,0.748780,0.111646,OK
475,801,625,0.780275,0.099700,OK
476,1290,974,0.755039,0.125096,OK
477,1123,834,0.742654,0.118578,OK
478,1014,797,0.785996,0.117763,OK
479,934,725,0.776231,0.107977,OK
480,671,493,0.734724,0.094898,OK
481,1613,1117,0.692498,0.145312,OK
482,1535,1070,0.697068,0.122941,OK
483,1420,973,0.685211,0.100488,OK
484,1398,1101,0.787554,0.076881,OK
485,1353,1093,0.807834,0.071825,OK
486,1723,1263,0.733024,0.082923,OK
487,1609,1191,0.740211,0.088713,OK
488,712,468,0.657303,0.081206,OK
489,708,628,0.887006,0.068594,OK
490,707,648,0.916549,0.060715,OK
491,1580,1300,0.822785,0.114582,OK
492,1449,1136,0.783989,0.123221,OK
493,1330,1058,0.795489,0.118601,OK
494,1230,981,0.797561,0.112183,OK
495,1146,866,0.755672,0.096827,OK
496,995,661,0.664322,0.073952,OK
497,942,728,0.772824,0.076375,OK
498,901,638,0.708102,0.084827,OK
499,878,608,0.692483,0.063582,OK
500,854,637,0.745902,0.074321,OK
501,1588,1007,0.634131,0.117803,OK
502,1392,1000,0.718391,0.121455,OK
503,1257,927,0.737470,0.127091,OK
504,1199,900,0.750626,0.151536,OK
505,747,460,0.615797,0.145819,OK
506,1296,891,0.687500,0.175601,OK
507,1112,746,0.670863,0.157770,OK
508,957,697,0.728318,0.149773,OK
509,864,639,0.739583,0.139594,OK
510,751,546,0.727031,0.142627,OK
511,1478,1031,0.697564,0.134589,OK
512,1273,862,0.677141,0.131231,OK
513,382,282,0.738220,0.120416,OK
514,372,306,0.822581,0.109368,OK
515,366,295,0.806011,0.089512,OK
516,1634,1385,0.847613,0.118918,OK
517,1563,1239,0.792706,0.117989,OK
518,1518,1144,0.753623,0.119898,OK
519,1460,1055,0.722603,0.148187,OK
520,1373,975,0.710124,0.164092,OK
521,522,321,0.614943,0.123390,OK
522,516,364,0.705426,0.131506,OK
523,506,404,0.798419,0.133162,OK
524,487,392,0.804928,0.133441,OK
525,465,395,0.849462,0.145246,OK
526,1447,969,0.669661,0.203441,OK
527,1265,860,0.679842,0.174834,OK
528,1174,814,0.693356,0.156297,OK
529,459,274,0.596950,0.121985,OK
530,455,320,0.703297,0.124951,OK
531,1536,937,0.610026,0.154265,OK
532,1445,920,0.636678,0.140007,OK
533,1324,861,0.650302,0.137891,OK
534,1129,742,0.657219,0.140775,OK
535,970,660,0.680412,0.139270,OK
536,1329,957,0.720090,0.140119,OK
537,636,414,0.650943,0.106574,OK
538,624,463,0.741987,0.102329,OK
539,604,470,0.778146,0.108889,OK
540,581,446,0.767642,0.115323,OK
541,1429,977,0.683695,0.145332,OK
542,1114,844,0.757630,0.128720,OK
543,903,660,0.730897,0.119387,OK
544,860,708,0.823256,0.112116,OK
545,355,258,0.726761,0.086915,OK
546,1685,1440,0.854599,0.099398,OK
547,1588,1264,0.795970,0.114692,OK
548,1556,1209,0.776992,0.135475,OK
549,1484,1106,0.745283,0.163417,OK
550,1399,882,0.630450,0.190950,OK
551,1407,887,0.630419,0.220400,OK
552,1143,772,0.675416,0.240505,OK
553,995,642,0.645226,0.232513,OK
554,889,649,0.730034,0.194966,OK
555,756,577,0.763228,0.170036,OK
556,1313,854,0.650419,0.187103,OK
557,1176,850,0.722789,0.188587,OK
558,1062,764,0.719397,0.171769,OK
559,954,674,0.706499,0.132774,OK
560,917,680,0.741549,0.124012,OK
561,1583,1004,0.634239,0.171687,OK
562,594,317,0.533670,0.116727,OK
563,578,439,0.759516,0.119820,OK
564,567,436,0.768959,0.122245,OK
565,556,440,0.791367,0.130607,OK
566,1522,947,0.622208,0.172986,OK
567,1297,765,0.589823,0.184407,OK
568,1071,684,0.638655,0.180014,OK
569,1044,763,0.730843,0.176402,OK
570,866,639,0.737875,0.164827,OK
571,1507,1076,0.714001,0.198593,OK
572,1403,1133,0.807555,0.191002,OK
573,1304,1034,0.792945,0.205924,OK
574,1133,738,0.651368,0.231573,OK
575,938,625,0.666311,0.217350,OK
576,1434,861,0.600418,0.232668,OK
577,1213,720,0.593570,0.201362,OK
578,703,345,0.490754,0.133914,OK
579,699,453,0.648069,0.114825,OK
580,680,476,0.700000,0.123643,OK
581,1471,936,0.636302,0.183461,OK
582,1302,870,0.668203,0.153758,OK
583,1241,936,0.754230,0.125366,OK
584,1216,1003,0.824836,0.088267,OK
585,1186,965,0.813659,0.079050,OK
586,1637,1114,0.680513,0.112612,OK
587,1516,965,0.636544,0.125889,OK
588,1414,844,0.596888,0.142752,OK
589,1257,767,0.610183,0.160999,OK
590,1161,758,0.652885,0.182846,OK
591,1442,734,0.509015,0.246546,OK
592,1151,669,0.581234,0.244344,OK
593,1033,638,0.617619,0.238661,OK
594,955,560,0.586387,0.222246,OK
595,864,482,0.557870,0.211512,OK
596,1405,808,0.575089,0.241013,OK
597,1293,783,0.605568,0.200115,OK
598,1174,779,0.663543,0.173160,OK
599,1044,694,0.664751,0.161913,OK
600,965,623,0.645596,0.157326,OK
601,1469,931,0.633764,0.169605,OK
602,1262,914,0.724247,0.150300,OK
603,811,562,0.692972,0.156785,OK
604,718,584,0.813370,0.148979,OK
605,678,531,0.783186,0.142820,OK
606,1474,1062,0.720488,0.172275,OK
607,1265,1012,0.800000,0.184634,OK
608,1092,790,0.723443,0.209318,OK
609,882,612,0.693878,0.240793,OK
610,720,529,0.734722,0.194249,OK
611,714,407,0.570028,0.171038,OK
612,647,379,0.585781,0.183038,OK
613,586,387,0.660410,0.204566,OK
614,550,375,0.681818,0.217217,OK
615,524,367,0.700382,0.191382,OK
616,1235,671,0.543320,0.157503,OK
617,1143,740,0.647419,0.123298,OK
618,1068,750,0.702247,0.152008,OK
619,777,464,0.597169,0.177299,OK
620,751,528,0.703063,0.165613,OK
621,1291,709,0.549187,0.210555,OK
622,991,588,0.593340,0.212956,OK
623,889,565,0.635546,0.207379,OK
624,785,548,0.698089,0.185745,OK
625,664,422,0.635542,0.177763,OK
626,1289,757,0.587277,0.221203,OK
627,1082,800,0.739372,0.193297,OK
628,981,690,0.703364,0.174706,OK
629,859,642,0.747381,0.174958,OK
630,820,619,0.754878,0.169539,OK
631,1465,1037,0.707850,0.228261,OK
632,1297,942,0.726291,0.210111,OK
633,1191,919,0.771620,0.195606,OK
634,1144,901,0.787587,0.175592,OK
635,1116,862,0.772401,0.158740,OK
636,1662,1253,0.753911,0.175116,OK
637,1607,1168,0.726820,0.165531,OK
638,1530,1082,0.707190,0.154951,OK
639,1395,967,0.693190,0.148112,OK
640,1329,955,0.718585,0.140728,OK
641,1628,1088,0.668305,0.141258,OK
642,1470,984,0.669388,0.145675,OK
643,1349,932,0.690882,0.156162,OK
644,921,610,0.662324,0.132894,OK
645,895,739,0.825698,0.116935,OK
646,1618,1018,0.629172,0.122937,OK
647,1547,1081,0.698772,0.128346,OK
648,1394,892,0.639885,0.148394,OK
649,1269,840,0.661939,0.166732,OK
650,1113,780,0.700809,0.180884,OK
651,1429,811,0.567530,0.200242,OK
652,968,556,0.574380,0.184858,OK
653,915,575,0.628415,0.169401,OK
654,877,572,0.652223,0.154938,OK
655,855,606,0.708772,0.143224,OK
656,1504,890,0.591755,0.198901,OK
657,1307,867,0.663351,0.197870,OK
658,1085,725,0.668203,0.186099,OK
659,891,628,0.704826,0.192672,OK
660,708,505,0.713277,0.197428,OK
661,1364,838,0.614370,0.225249,OK
662,1191,869,0.729639,0.191278,OK
663,1049,692,0.659676,0.171121,OK
664,808,535,0.662129,0.155402,OK
665,790,592,0.749367,0.141203,OK
666,1620,1097,0.677160,0.155288,OK
667,1240,829,0.668548,0.199730,OK
668,813,543,0.667897,0.159545,OK
669,716,520,0.726257,0.158430,OK
670,656,473,0.721037,0.146155,OK
671,1292,771,0.596749,0.280047,OK
672,919,535,0.582155,0.193495,OK
673,788,500,0.634518,0.181809,OK
674,712,446,0.626404,0.152085,OK
675,668,436,0.652695,0.131099,OK
676,1410,778,0.551773,0.143028,OK
677,1302,743,0.570661,0.129470,OK
678,1196,723,0.604515,0.137267,OK
679,1083,707,0.652816,0.146458,OK
680,989,623,0.629929,0.148663,OK
681,1354,709,0.523634,0.199583,OK
682,1166,649,0.556604,0.206343,OK
683,1059,740,0.698772,0.197962,OK
684,732,502,0.685792,0.167216,OK
