frame,tracked,pnp_inliers,err_norm,err_px_med,err_px_max,valid_depth,landmarks,status
38,44,44,0.001682,0.172259,0.422921,44,44,ITER_PNP_OK
39,44,41,0.001747,0.184692,0.509184,41,33,ITER_PNP_OK_REBUILD
40,33,30,0.002151,0.022468,0.213784,30,30,ITER_PNP_OK
41,30,0,999.000000,999.000000,999.000000,0,34,E_FALLBACK_PNP
42,34,25,0.007339,0.046627,0.212242,25,104,ITER_PNP_OK_REBUILD
43,104,103,0.001084,0.109092,0.572892,103,41,ITER_PNP_OK_REBUILD
44,41,37,0.001702,0.064082,0.650336,37,37,ITER_PNP_OK
45,37,35,0.003314,0.040685,0.929235,35,67,ITER_PNP_OK_REBUILD
46,65,54,0.004307,0.090627,0.515625,54,83,ITER_PNP_OK_REBUILD
47,83,81,0.001721,0.082371,0.858072,81,56,ITER_PNP_OK_REBUILD
48,56,46,0.006334,0.113432,0.340817,46,32,ITER_PNP_OK_REBUILD
49,32,29,0.003942,0.028557,0.558905,29,29,ITER_PNP_OK
50,29,26,0.003163,0.026221,0.203186,26,26,ITER_PNP_OK
51,26,26,0.001929,0.021182,0.121896,26,26,ITER_PNP_OK
52,26,26,0.002432,0.037810,0.159558,26,26,ITER_PNP_OK
53,26,26,0.002195,0.044274,0.224757,26,26,ITER_PNP_OK
54,26,26,0.003058,0.061382,0.233833,26,27,ITER_PNP_OK_REBUILD
55,27,26,0.001079,0.089763,0.293078,26,31,ITER_PNP_OK_REBUILD
56,31,30,0.000780,0.073273,0.326407,30,45,ITER_PNP_OK_REBUILD
57,45,36,0.004265,0.044223,0.487610,36,36,ITER_PNP_OK
58,34,27,0.005850,0.050877,0.513372,27,27,ITER_PNP_OK
59,27,0,999.000000,999.000000,999.000000,0,27,PNP_FAIL_TOTAL
62,50,0,999.000000,999.000000,999.000000,0,50,STRONG_RESET_PNP
63,50,49,0.001544,0.134323,0.368697,49,66,ITER_PNP_OK_REBUILD
64,66,65,0.002252,0.136784,1.304534,65,65,ITER_PNP_OK
65,65,62,0.003228,0.222662,0.746531,62,62,ITER_PNP_OK
66,62,57,0.003666,0.308691,0.668354,57,57,ITER_PNP_OK
67,57,54,0.003096,0.215573,0.576928,54,49,ITER_PNP_OK_REBUILD
68,49,46,0.001241,0.035947,0.145426,46,26,ITER_PNP_OK_REBUILD
69,26,0,999.000000,999.000000,999.000000,0,26,PNP_FAIL_TOTAL
72,62,0,999.000000,999.000000,999.000000,0,62,STRONG_RESET_PNP
73,62,55,0.004014,0.067277,0.391264,55,80,ITER_PNP_OK_REBUILD
74,80,67,0.005525,0.137958,0.461363,67,41,ITER_PNP_OK_REBUILD
75,41,27,0.010114,0.133815,0.358148,27,29,ITER_PNP_OK_REBUILD
76,29,27,0.005538,0.073898,0.705102,27,34,ITER_PNP_OK_REBUILD
77,34,33,0.002197,0.063745,0.566768,33,39,ITER_PNP_OK_REBUILD
78,39,38,0.002334,0.041472,0.190577,38,38,ITER_PNP_OK
79,38,37,0.002586,0.034383,0.238169,37,37,ITER_PNP_OK
80,37,35,0.001590,0.053651,0.334917,35,31,ITER_PNP_OK_REBUILD
81,31,27,0.011452,0.058766,0.928259,27,67,ITER_PNP_OK_REBUILD
82,67,67,0.000520,0.030984,0.116060,67,62,ITER_PNP_OK_REBUILD
83,62,57,0.001615,0.076134,0.432717,57,57,ITER_PNP_OK
84,57,54,0.001178,0.055261,0.209010,54,54,ITER_PNP_OK
85,54,53,0.001400,0.062179,0.234418,53,29,ITER_PNP_OK_REBUILD
86,29,28,0.005422,0.049839,0.529581,28,28,ITER_PNP_OK
87,28,0,999.000000,999.000000,999.000000,0,44,E_FALLBACK_PNP
88,44,41,0.000548,0.052330,0.123810,41,41,ITER_PNP_OK
89,41,40,0.000711,0.060453,0.185474,40,40,ITER_PNP_OK
90,40,40,0.000837,0.079284,0.216011,40,40,ITER_PNP_OK
91,40,40,0.000662,0.057977,0.343717,40,40,ITER_PNP_OK
92,40,37,0.000904,0.091634,0.337006,37,27,ITER_PNP_OK_REBUILD
93,27,26,0.002259,0.034060,0.068934,26,50,ITER_PNP_OK_REBUILD
94,50,50,0.001193,0.053389,0.233616,50,50,ITER_PNP_OK
95,50,45,0.003489,0.096010,0.637154,45,45,ITER_PNP_OK
96,45,41,0.004092,0.477139,0.785444,41,41,ITER_PNP_OK
97,41,38,0.003677,0.486243,0.754133,38,38,ITER_PNP_OK
98,38,36,0.002819,0.329626,0.664683,36,36,ITER_PNP_OK
99,36,34,0.001427,0.158508,0.509873,34,34,ITER_PNP_OK
100,34,34,0.001395,0.132957,0.423655,34,33,ITER_PNP_OK_REBUILD
101,33,32,0.004221,0.032924,1.003006,32,32,ITER_PNP_OK
102,32,31,0.003614,0.032909,1.392445,31,31,ITER_PNP_OK
103,31,30,0.004637,0.029827,0.387588,30,80,ITER_PNP_OK_REBUILD
104,80,79,0.001292,0.059990,0.287437,79,49,ITER_PNP_OK_REBUILD
105,49,47,0.001891,0.055812,0.142631,47,47,ITER_PNP_OK
106,47,47,0.001780,0.046674,0.547100,47,47,ITER_PNP_OK
107,47,46,0.003932,0.115530,0.904629,46,46,ITER_PNP_OK
108,46,45,0.002413,0.108465,1.395534,45,45,ITER_PNP_OK
109,45,44,0.002365,0.071067,1.632094,44,142,ITER_PNP_OK_REBUILD
110,142,137,0.001485,0.129011,0.376326,137,137,ITER_PNP_OK
111,137,132,0.001857,0.154806,0.377195,132,132,ITER_PNP_OK
112,132,128,0.002087,0.186430,0.707463,128,128,ITER_PNP_OK
113,128,122,0.001701,0.151170,0.698441,122,122,ITER_PNP_OK
114,122,122,0.001620,0.133213,0.713002,122,122,ITER_PNP_OK
115,122,120,0.001719,0.191584,0.825690,120,120,ITER_PNP_OK
116,120,119,0.001622,0.162509,0.906209,119,26,ITER_PNP_OK_REBUILD
117,26,25,0.001597,0.058600,0.201817,25,25,ITER_PNP_OK
118,25,0,999.000000,999.000000,999.000000,0,25,PNP_FAIL_TOTAL
121,191,0,999.000000,999.000000,999.000000,0,191,STRONG_RESET_PNP
122,191,183,0.000556,0.045287,1.029457,183,183,ITER_PNP_OK
123,183,183,0.000847,0.061055,0.838727,183,183,ITER_PNP_OK
124,183,181,0.000781,0.073495,1.244665,181,181,ITER_PNP_OK
125,181,179,0.001129,0.111492,1.926159,179,179,ITER_PNP_OK
126,179,178,0.001440,0.172085,1.068898,178,178,ITER_PNP_OK
127,178,176,0.001302,0.160195,1.145455,176,176,ITER_PNP_OK
128,176,175,0.001404,0.156983,1.174394,175,175,ITER_PNP_OK
129,175,175,0.001383,0.150357,1.010821,175,175,ITER_PNP_OK
130,175,175,0.001182,0.146083,0.922326,175,175,ITER_PNP_OK
131,175,175,0.001285,0.166769,1.973817,175,175,ITER_PNP_OK
132,175,169,0.002574,0.263548,0.809025,169,31,ITER_PNP_OK_REBUILD
133,31,30,0.002988,0.046922,0.332213,30,255,ITER_PNP_OK_REBUILD
134,255,240,0.001601,0.119666,0.714342,240,240,ITER_PNP_OK
135,240,229,0.002454,0.219223,1.020481,229,229,ITER_PNP_OK
136,229,217,0.003626,0.305217,1.242584,217,217,ITER_PNP_OK
137,217,205,0.004894,0.477257,1.737832,205,205,ITER_PNP_OK
138,197,187,0.006091,0.562256,2.495238,187,187,ITER_PNP_OK
139,177,154,0.006487,0.607999,2.002875,154,154,ITER_PNP_OK
140,154,151,0.007759,0.746826,2.690060,151,151,ITER_PNP_OK
141,151,137,0.006912,0.783130,2.701501,137,478,ITER_PNP_OK_REBUILD
142,478,464,0.000983,0.115921,1.337899,464,464,ITER_PNP_OK
143,464,460,0.001748,0.181656,2.781808,460,460,ITER_PNP_OK
144,441,439,0.002485,0.301274,1.587379,439,407,ITER_PNP_OK_REBUILD
145,407,405,0.003034,0.331056,1.695857,405,405,ITER_PNP_OK
146,405,394,0.004237,0.484126,1.943313,394,394,ITER_PNP_OK
147,394,390,0.005172,0.552572,1.697713,390,390,ITER_PNP_OK
148,310,287,0.003132,0.404650,3.794562,287,287,ITER_PNP_OK
149,287,274,0.004231,0.549297,3.379446,274,274,ITER_PNP_OK
150,274,255,0.003742,0.592100,2.805012,255,255,ITER_PNP_OK
151,255,247,0.004076,0.639356,2.345581,247,247,ITER_PNP_OK
152,247,247,0.004764,0.737250,2.576840,247,247,ITER_PNP_OK
153,247,247,0.005447,0.810058,2.718855,247,247,ITER_PNP_OK
154,247,246,0.006088,0.886349,3.029035,246,246,ITER_PNP_OK
155,246,242,0.006749,0.874158,2.951032,242,242,ITER_PNP_OK
156,242,239,0.006862,0.900145,3.008499,239,470,ITER_PNP_OK_REBUILD
157,470,458,0.001351,0.146203,1.088388,458,458,ITER_PNP_OK
158,458,452,0.001976,0.223644,1.625890,452,452,ITER_PNP_OK
159,452,430,0.002674,0.333412,1.622127,430,430,ITER_PNP_OK
160,430,418,0.003509,0.455911,2.142270,418,418,ITER_PNP_OK
161,418,388,0.004050,0.581021,2.820866,388,388,ITER_PNP_OK
162,388,360,0.004160,0.625108,2.959209,360,360,ITER_PNP_OK
163,360,344,0.004843,0.759283,3.408878,344,344,ITER_PNP_OK
164,344,333,0.005978,0.913670,3.849122,333,333,ITER_PNP_OK
165,246,227,0.004698,0.679395,2.961465,227,227,ITER_PNP_OK
166,227,222,0.004566,0.740376,3.541770,222,222,ITER_PNP_OK
167,222,221,0.004588,0.717776,4.147126,221,221,ITER_PNP_OK
168,221,218,0.004713,0.727058,4.266134,218,414,ITER_PNP_OK_REBUILD
169,414,409,0.001204,0.131359,0.695671,409,409,ITER_PNP_OK
170,408,397,0.001629,0.188163,1.253738,397,397,ITER_PNP_OK
171,392,382,0.001727,0.204169,1.671173,382,382,ITER_PNP_OK
172,382,381,0.002139,0.253412,1.774843,381,381,ITER_PNP_OK
173,313,306,0.002506,0.271360,1.884919,306,306,ITER_PNP_OK
174,305,294,0.002820,0.318169,2.133382,294,294,ITER_PNP_OK
175,293,291,0.003250,0.375679,2.383258,291,291,ITER_PNP_OK
176,291,280,0.003599,0.437203,2.511704,280,280,ITER_PNP_OK
177,279,273,0.003981,0.463446,2.561788,273,273,ITER_PNP_OK
178,273,271,0.004461,0.524791,2.597181,271,271,ITER_PNP_OK
179,271,255,0.004473,0.530431,2.750266,255,255,ITER_PNP_OK
180,255,250,0.004311,0.540282,2.833480,250,572,ITER_PNP_OK_REBUILD
181,568,557,0.001129,0.116276,1.726071,557,557,ITER_PNP_OK
182,545,515,0.001466,0.177711,1.576751,515,515,ITER_PNP_OK
183,514,502,0.001774,0.218576,1.215098,502,502,ITER_PNP_OK
184,501,481,0.002025,0.246711,1.519074,481,481,ITER_PNP_OK
185,447,443,0.002833,0.293382,1.799400,443,443,ITER_PNP_OK
186,409,403,0.003151,0.326095,2.055525,403,403,ITER_PNP_OK
187,403,389,0.003526,0.343436,2.487466,389,389,ITER_PNP_OK
188,389,388,0.003994,0.377539,2.827763,388,388,ITER_PNP_OK
189,372,355,0.004596,0.388751,3.051626,355,355,ITER_PNP_OK
190,355,339,0.004919,0.459299,2.498831,339,339,ITER_PNP_OK
191,339,339,0.005048,0.496085,2.876722,339,339,ITER_PNP_OK
192,339,335,0.005417,0.510525,3.292520,335,546,ITER_PNP_OK_REBUILD
193,546,529,0.001919,0.187016,1.415487,529,529,ITER_PNP_OK
194,518,510,0.003349,0.291619,2.314150,510,510,ITER_PNP_OK
195,476,471,0.004899,0.418506,2.747750,471,471,ITER_PNP_OK
196,464,437,0.006448,0.557308,2.751917,437,437,ITER_PNP_OK
197,404,356,0.007812,0.644380,4.222266,356,356,ITER_PNP_OK
198,355,318,0.007600,0.655379,4.148839,318,318,ITER_PNP_OK
199,316,264,0.006023,0.471776,4.259329,264,264,ITER_PNP_OK
200,264,235,0.005343,0.526124,4.367623,235,235,ITER_PNP_OK
201,235,215,0.004997,0.550749,5.225186,215,215,ITER_PNP_OK
202,215,200,0.004598,0.567283,3.902733,200,200,ITER_PNP_OK
203,200,189,0.004877,0.612720,3.631085,189,189,ITER_PNP_OK
204,188,179,0.004990,0.701056,4.210734,179,446,ITER_PNP_OK_REBUILD
205,278,227,0.005749,0.472857,2.962509,227,227,ITER_PNP_OK
206,227,220,0.005277,0.488371,3.205617,220,220,ITER_PNP_OK
207,220,200,0.004632,0.417158,3.198571,200,200,ITER_PNP_OK
208,200,196,0.004608,0.419739,2.911716,196,196,ITER_PNP_OK
209,196,187,0.004475,0.513649,2.585352,187,187,ITER_PNP_OK
210,182,175,0.004555,0.478259,2.528827,175,175,ITER_PNP_OK
211,171,165,0.005036,0.535952,2.870893,165,165,ITER_PNP_OK
212,164,143,0.004031,0.543496,3.355736,143,424,ITER_PNP_OK_REBUILD
213,421,417,0.001850,0.164521,2.151923,417,417,ITER_PNP_OK
214,406,388,0.003995,0.373037,2.864052,388,388,ITER_PNP_OK
215,388,367,0.004855,0.506142,2.993402,367,367,ITER_PNP_OK
216,367,333,0.005521,0.595078,3.730196,333,332,ITER_PNP_OK_REBUILD
217,327,326,0.001898,0.237157,2.325912,326,326,ITER_PNP_OK
218,319,313,0.003319,0.374018,3.040076,313,313,ITER_PNP_OK
219,313,284,0.003637,0.404153,3.765983,284,284,ITER_PNP_OK
220,284,262,0.003802,0.448814,3.576379,262,262,ITER_PNP_OK
221,262,249,0.004097,0.539138,2.566193,249,249,ITER_PNP_OK
222,193,177,0.004413,0.651964,2.264324,177,177,ITER_PNP_OK
223,177,162,0.004811,0.668037,2.236864,162,162,ITER_PNP_OK
224,162,161,0.005247,0.798075,2.545445,161,161,ITER_PNP_OK
225,161,160,0.006152,0.883079,2.777972,160,160,ITER_PNP_OK
226,160,148,0.006044,0.833656,3.452694,148,370,ITER_PNP_OK_REBUILD
227,370,365,0.001109,0.133430,2.277993,365,365,ITER_PNP_OK
228,365,360,0.002208,0.235403,1.042177,360,472,ITER_PNP_OK_REBUILD
229,467,454,0.001681,0.177365,1.221726,454,454,ITER_PNP_OK
230,221,210,0.001954,0.248513,1.677526,210,210,ITER_PNP_OK
231,210,192,0.002597,0.327530,2.107132,192,192,ITER_PNP_OK
232,192,187,0.002840,0.351893,1.682105,187,187,ITER_PNP_OK
233,187,182,0.002513,0.348495,2.040133,182,182,ITER_PNP_OK
234,182,182,0.002557,0.372695,2.430694,182,182,ITER_PNP_OK
235,182,181,0.002943,0.425220,2.876558,181,181,ITER_PNP_OK
236,181,175,0.003012,0.408783,3.768831,175,175,ITER_PNP_OK
237,175,165,0.003585,0.464974,2.330642,165,165,ITER_PNP_OK
238,165,158,0.003931,0.501782,2.468697,158,158,ITER_PNP_OK
239,158,156,0.004612,0.552300,2.460075,156,156,ITER_PNP_OK
240,156,153,0.004892,0.567754,2.487093,153,324,ITER_PNP_OK_REBUILD
241,289,284,0.001725,0.183903,1.470761,284,284,ITER_PNP_OK
242,277,275,0.002772,0.230162,2.900423,275,275,ITER_PNP_OK
243,275,246,0.003382,0.320820,1.380566,246,246,ITER_PNP_OK
244,241,232,0.004752,0.373189,1.773523,232,232,ITER_PNP_OK
245,223,210,0.005642,0.447668,1.425363,210,210,ITER_PNP_OK
246,151,130,0.006091,0.663568,2.528745,130,176,ITER_PNP_OK_REBUILD
247,176,176,0.001805,0.224506,0.775935,176,176,ITER_PNP_OK
248,176,176,0.003571,0.440488,1.805228,176,176,ITER_PNP_OK
249,176,162,0.004224,0.541240,2.430650,162,162,ITER_PNP_OK
250,141,122,0.005856,0.726658,3.445739,122,91,ITER_PNP_OK_REBUILD
251,82,80,0.001060,0.150532,0.919997,80,175,ITER_PNP_OK_REBUILD
252,173,172,0.002362,0.249369,1.861918,172,235,ITER_PNP_OK_REBUILD
253,228,226,0.001906,0.199571,1.183980,226,226,ITER_PNP_OK
254,223,222,0.002419,0.281997,1.468251,222,222,ITER_PNP_OK
255,166,155,0.003496,0.500520,3.363852,155,155,ITER_PNP_OK
256,154,147,0.003593,0.527289,3.084699,147,184,ITER_PNP_OK_REBUILD
257,184,182,0.002408,0.341263,0.985929,182,182,ITER_PNP_OK
258,178,172,0.003361,0.531583,2.045796,172,172,ITER_PNP_OK
259,172,164,0.004378,0.654232,1.649261,164,164,ITER_PNP_OK
260,164,163,0.005321,0.840045,2.084904,163,163,ITER_PNP_OK
261,163,163,0.006635,0.970195,2.611991,163,163,ITER_PNP_OK
262,163,150,0.007860,1.087601,3.550854,150,150,ITER_PNP_OK
263,150,140,0.009490,1.263878,4.084320,140,291,ITER_PNP_OK_REBUILD
264,286,273,0.002392,0.312359,1.303879,273,309,ITER_PNP_OK_REBUILD
265,300,275,0.001586,0.204773,1.288202,275,275,ITER_PNP_OK
266,274,247,0.002311,0.323762,1.650345,247,247,ITER_PNP_OK
267,229,212,0.002504,0.375907,1.861420,212,212,ITER_PNP_OK
268,212,207,0.003067,0.476226,1.687179,207,207,ITER_PNP_OK
269,204,196,0.003670,0.562332,1.503427,196,196,ITER_PNP_OK
270,196,196,0.004283,0.628978,1.990279,196,196,ITER_PNP_OK
271,142,140,0.005422,0.687010,2.362918,140,189,ITER_PNP_OK_REBUILD
272,189,186,0.001601,0.201768,0.704277,186,186,ITER_PNP_OK
273,186,167,0.001513,0.212742,1.604342,167,167,ITER_PNP_OK
274,167,166,0.002113,0.311490,2.241167,166,166,ITER_PNP_OK
275,166,163,0.002713,0.406011,2.868231,163,163,ITER_PNP_OK
276,163,160,0.002739,0.430115,3.421328,160,327,ITER_PNP_OK_REBUILD
277,326,318,0.001516,0.198963,1.252956,318,318,ITER_PNP_OK
278,315,308,0.002111,0.279054,0.899803,308,308,ITER_PNP_OK
279,295,275,0.002260,0.293481,1.396358,275,275,ITER_PNP_OK
280,272,272,0.003115,0.377178,2.391697,272,272,ITER_PNP_OK
281,252,248,0.003837,0.462065,2.875197,248,248,ITER_PNP_OK
282,248,238,0.004269,0.522715,2.871291,238,238,ITER_PNP_OK
283,236,234,0.005119,0.584050,3.125821,234,234,ITER_PNP_OK
284,232,208,0.005533,0.583012,3.483101,208,208,ITER_PNP_OK
285,208,190,0.005264,0.547978,3.360838,190,190,ITER_PNP_OK
286,190,178,0.005509,0.562749,3.414291,178,178,ITER_PNP_OK
287,178,162,0.004369,0.490560,3.594540,162,162,ITER_PNP_OK
288,162,153,0.003961,0.548794,3.674175,153,523,ITER_PNP_OK_REBUILD
289,479,457,0.002176,0.239766,1.894164,457,457,ITER_PNP_OK
290,403,364,0.002910,0.315249,3.214970,364,364,ITER_PNP_OK
291,301,273,0.003215,0.379211,3.087897,273,273,ITER_PNP_OK
292,261,248,0.003807,0.417345,2.488767,248,248,ITER_PNP_OK
293,245,231,0.003925,0.463992,2.939770,231,231,ITER_PNP_OK
294,229,223,0.003142,0.417206,2.902032,223,223,ITER_PNP_OK
295,222,213,0.003426,0.443207,3.178770,213,213,ITER_PNP_OK
296,213,207,0.003583,0.473885,3.299053,207,207,ITER_PNP_OK
297,207,205,0.003495,0.478308,3.393910,205,205,ITER_PNP_OK
298,205,195,0.002980,0.427449,3.065974,195,195,ITER_PNP_OK
299,190,190,0.003143,0.454020,3.220367,190,190,ITER_PNP_OK
300,190,186,0.003807,0.517829,3.544109,186,432,ITER_PNP_OK_REBUILD
301,432,421,0.002399,0.264434,0.810902,421,421,ITER_PNP_OK
302,395,384,0.003579,0.376735,1.272578,384,384,ITER_PNP_OK
303,384,379,0.003835,0.450965,1.439442,379,379,ITER_PNP_OK
304,341,331,0.004682,0.600569,1.858544,331,331,ITER_PNP_OK
305,330,319,0.005447,0.723309,2.351622,319,319,ITER_PNP_OK
306,319,285,0.006483,0.844304,2.867967,285,285,ITER_PNP_OK
307,285,271,0.006758,0.894542,3.353004,271,271,ITER_PNP_OK
308,271,261,0.006933,0.956779,3.636063,261,261,ITER_PNP_OK
309,261,251,0.006774,1.007584,4.291107,251,251,ITER_PNP_OK
310,251,241,0.007374,1.016901,4.725881,241,241,ITER_PNP_OK
311,237,217,0.007518,1.057475,4.002524,217,217,ITER_PNP_OK
312,217,193,0.006952,0.944344,3.784474,193,378,ITER_PNP_OK_REBUILD
313,371,331,0.002736,0.245725,1.117770,331,331,ITER_PNP_OK
314,315,302,0.003526,0.331981,2.369314,302,302,ITER_PNP_OK
315,289,271,0.003835,0.394005,2.209200,271,271,ITER_PNP_OK
316,262,249,0.003887,0.465136,2.144813,249,249,ITER_PNP_OK
317,239,221,0.004393,0.559305,2.345172,221,221,ITER_PNP_OK
318,220,216,0.005005,0.600877,2.376483,216,216,ITER_PNP_OK
319,216,204,0.005670,0.726257,2.320261,204,204,ITER_PNP_OK
320,167,160,0.004828,0.620842,2.433007,160,160,ITER_PNP_OK
321,160,156,0.005263,0.703564,2.777774,156,156,ITER_PNP_OK
322,156,145,0.005967,0.748801,3.197689,145,400,ITER_PNP_OK_REBUILD
323,389,357,0.003304,0.315594,1.252641,357,357,ITER_PNP_OK
324,344,316,0.005154,0.552858,1.731065,316,408,ITER_PNP_OK_REBUILD
325,408,367,0.002337,0.213545,1.534051,367,367,ITER_PNP_OK
326,367,349,0.004095,0.306258,2.301584,349,349,ITER_PNP_OK
327,347,329,0.006167,0.452996,3.226128,329,329,ITER_PNP_OK
328,282,239,0.008681,0.652046,3.857404,239,239,ITER_PNP_OK
329,229,165,0.009485,0.854274,3.709063,165,165,ITER_PNP_OK
330,165,129,0.010388,1.100971,3.702129,129,273,ITER_PNP_OK_REBUILD
331,270,260,0.004495,0.469586,1.480754,260,260,ITER_PNP_OK
332,257,230,0.005993,0.669805,2.165829,230,230,ITER_PNP_OK
333,230,204,0.007200,0.955007,2.743484,204,204,ITER_PNP_OK
334,201,174,0.007421,0.932134,3.226082,174,174,ITER_PNP_OK
335,174,147,0.007099,0.887943,3.320127,147,372,ITER_PNP_OK_REBUILD
336,339,313,0.002713,0.333186,1.211837,313,278,ITER_PNP_OK_REBUILD
337,249,248,0.002430,0.364231,1.927610,248,248,ITER_PNP_OK
338,224,208,0.005496,0.758451,2.450718,208,208,ITER_PNP_OK
339,201,175,0.007057,1.120717,2.488894,175,175,ITER_PNP_OK
340,175,153,0.007691,1.251709,2.883470,153,153,ITER_PNP_OK
341,151,131,0.009373,1.407800,3.685774,131,168,ITER_PNP_OK_REBUILD
342,166,164,0.003343,0.412354,3.570151,164,164,ITER_PNP_OK
343,159,156,0.004880,0.588556,2.595257,156,156,ITER_PNP_OK
344,155,150,0.006306,0.755971,3.787796,150,150,ITER_PNP_OK
345,144,139,0.007599,0.952574,5.261574,139,195,ITER_PNP_OK_REBUILD
346,195,179,0.003251,0.396518,1.657820,179,179,ITER_PNP_OK
347,179,163,0.004504,0.635597,2.678430,163,163,ITER_PNP_OK
348,163,151,0.005379,0.747361,3.044576,151,381,ITER_PNP_OK_REBUILD
349,343,331,0.001850,0.237007,1.583993,331,331,ITER_PNP_OK
350,331,312,0.003471,0.434827,2.242277,312,312,ITER_PNP_OK
351,306,296,0.005409,0.702645,3.047379,296,296,ITER_PNP_OK
352,284,275,0.007311,0.999911,2.521484,275,275,ITER_PNP_OK
353,258,240,0.010480,1.402655,3.111721,240,240,ITER_PNP_OK
354,239,210,0.011808,1.727688,3.631447,210,210,ITER_PNP_OK
355,209,166,0.013286,1.829993,4.532230,166,166,ITER_PNP_OK
356,165,132,0.012656,1.858401,4.363011,132,400,ITER_PNP_OK_REBUILD
357,398,389,0.003381,0.409233,3.604377,389,389,ITER_PNP_OK
358,380,330,0.005207,0.677369,2.609885,330,330,ITER_PNP_OK
359,314,272,0.006255,0.860123,4.042567,272,272,ITER_PNP_OK
360,262,234,0.007775,1.140263,4.074701,234,360,ITER_PNP_OK_REBUILD
361,328,328,0.001323,0.192454,1.097908,328,328,ITER_PNP_OK
362,308,299,0.002840,0.361255,1.434413,299,299,ITER_PNP_OK
363,297,289,0.004174,0.528106,2.569524,289,289,ITER_PNP_OK
364,274,257,0.005918,0.731645,3.400404,257,257,ITER_PNP_OK
365,253,229,0.007458,0.927508,4.961000,229,229,ITER_PNP_OK
366,227,199,0.008280,1.095271,4.062466,199,199,ITER_PNP_OK
367,199,184,0.008859,1.159664,3.820649,184,184,ITER_PNP_OK
368,183,164,0.008329,1.213130,3.743998,164,164,ITER_PNP_OK
369,163,151,0.007344,1.141091,3.483184,151,151,ITER_PNP_OK
370,151,145,0.007291,1.169304,3.623383,145,169,ITER_PNP_OK_REBUILD
371,167,165,0.002256,0.277603,0.801471,165,165,ITER_PNP_OK
372,165,165,0.003971,0.530203,1.238448,165,356,ITER_PNP_OK_REBUILD
373,346,341,0.002210,0.313132,1.143743,341,341,ITER_PNP_OK
374,324,316,0.002535,0.357987,2.182336,316,316,ITER_PNP_OK
375,316,298,0.004078,0.512974,2.988230,298,298,ITER_PNP_OK
376,298,271,0.006077,0.638529,2.812037,271,271,ITER_PNP_OK
377,251,223,0.007647,0.854537,3.403648,223,223,ITER_PNP_OK
378,221,182,0.007923,1.053847,3.860773,182,182,ITER_PNP_OK
379,182,158,0.008591,1.330167,4.311731,158,158,ITER_PNP_OK
380,158,137,0.009117,1.407370,4.257153,137,303,ITER_PNP_OK_REBUILD
