frame,tracked,pnp_inliers,err_norm,err_px_med,err_px_max,valid_depth,landmarks,status
56,427,422,0.006570,0.690303,3.709316,422,422,ITER_PNP_OK
57,422,411,0.006374,0.668610,3.434696,411,411,ITER_PNP_OK
58,411,395,0.006289,0.679258,3.374989,395,395,ITER_PNP_OK
59,395,359,0.006042,0.649245,3.124702,359,359,ITER_PNP_OK
60,359,359,0.005935,0.639498,3.085945,359,382,ITER_PNP_OK_REBUILD
61,382,330,0.003251,0.350760,1.108079,330,330,ITER_PNP_OK
62,330,270,0.004720,0.548209,2.311864,270,270,ITER_PNP_OK
63,270,234,0.006327,0.655298,2.587880,234,234,ITER_PNP_OK
64,234,214,0.007752,0.900738,2.184634,214,214,ITER_PNP_OK
65,214,172,0.004024,0.516919,2.223652,172,704,ITER_PNP_OK_REBUILD
66,704,690,0.001687,0.191342,1.098294,690,690,ITER_PNP_OK
67,690,678,0.002523,0.274541,1.514016,678,678,ITER_PNP_OK
68,678,664,0.003387,0.357942,2.613028,664,664,ITER_PNP_OK
69,664,626,0.004163,0.427538,3.009680,626,626,ITER_PNP_OK
70,626,590,0.004692,0.487191,3.623177,590,590,ITER_PNP_OK
71,590,572,0.005384,0.548333,4.044919,572,572,ITER_PNP_OK
72,520,464,0.007161,0.698092,3.429613,464,464,ITER_PNP_OK
73,457,396,0.007019,0.812586,4.144530,396,396,ITER_PNP_OK
74,396,384,0.007653,0.906530,2.576403,384,384,ITER_PNP_OK
75,384,361,0.008909,0.922244,3.714172,361,361,ITER_PNP_OK
76,361,335,0.008961,1.063443,3.978596,335,335,ITER_PNP_OK
77,335,274,0.007151,0.730065,3.469199,274,274,ITER_PNP_OK
78,271,252,0.007094,0.719180,2.818513,252,252,ITER_PNP_OK
79,252,230,0.006108,0.762974,3.136636,230,230,ITER_PNP_OK
80,230,220,0.006146,0.796218,3.072546,220,671,ITER_PNP_OK_REBUILD
81,671,662,0.002071,0.215919,1.886358,662,662,ITER_PNP_OK
82,638,566,0.002817,0.313760,3.582375,566,566,ITER_PNP_OK
83,566,527,0.003544,0.387641,1.982616,527,527,ITER_PNP_OK
84,525,475,0.003849,0.458575,2.622685,475,475,ITER_PNP_OK
85,453,395,0.003350,0.472819,2.654344,395,395,ITER_PNP_OK
86,393,365,0.003052,0.416643,3.230896,365,365,ITER_PNP_OK
87,361,353,0.003538,0.486086,3.793540,353,353,ITER_PNP_OK
88,296,269,0.003835,0.510299,3.456356,269,269,ITER_PNP_OK
89,269,261,0.003909,0.553560,3.212062,261,261,ITER_PNP_OK
90,261,250,0.003952,0.547996,3.325435,250,250,ITER_PNP_OK
91,250,235,0.003982,0.591808,3.471942,235,235,ITER_PNP_OK
92,235,235,0.004456,0.635605,3.517664,235,235,ITER_PNP_OK
93,235,234,0.004941,0.705532,3.832600,234,234,ITER_PNP_OK
94,234,227,0.005270,0.779458,4.301102,227,227,ITER_PNP_OK
95,226,219,0.005825,0.862272,2.560756,219,219,ITER_PNP_OK
96,219,215,0.006649,0.903791,2.784459,215,215,ITER_PNP_OK
97,215,195,0.006416,0.929788,2.699098,195,195,ITER_PNP_OK
98,195,192,0.006929,0.993510,2.821070,192,192,ITER_PNP_OK
99,190,182,0.006986,0.998212,2.896883,182,182,ITER_PNP_OK
100,181,178,0.007780,1.101287,3.194254,178,385,ITER_PNP_OK_REBUILD
101,385,381,0.001253,0.176843,0.834674,381,381,ITER_PNP_OK
102,381,367,0.001949,0.286247,1.278210,367,367,ITER_PNP_OK
103,367,364,0.002956,0.425992,1.735719,364,364,ITER_PNP_OK
104,364,346,0.003254,0.474654,2.028620,346,346,ITER_PNP_OK
105,345,326,0.003179,0.472413,2.306514,326,326,ITER_PNP_OK
106,326,325,0.003714,0.536183,2.681757,325,325,ITER_PNP_OK
107,325,324,0.004251,0.618034,2.779499,324,324,ITER_PNP_OK
108,319,291,0.003945,0.657175,2.612786,291,291,ITER_PNP_OK
109,285,273,0.003149,0.517647,2.743076,273,273,ITER_PNP_OK
110,273,266,0.003035,0.496598,2.107125,266,266,ITER_PNP_OK
111,266,261,0.002554,0.433083,2.419407,261,261,ITER_PNP_OK
112,261,260,0.002697,0.424061,2.071854,260,260,ITER_PNP_OK
113,260,255,0.002740,0.456041,2.104590,255,255,ITER_PNP_OK
114,255,255,0.002929,0.486741,2.228560,255,255,ITER_PNP_OK
115,255,255,0.003147,0.508614,2.306914,255,255,ITER_PNP_OK
116,255,255,0.003324,0.560849,2.339167,255,255,ITER_PNP_OK
117,255,255,0.003612,0.587989,2.412249,255,255,ITER_PNP_OK
118,252,252,0.003586,0.592723,2.441809,252,252,ITER_PNP_OK
119,252,252,0.003925,0.643677,2.525842,252,252,ITER_PNP_OK
120,252,252,0.003907,0.667106,2.514712,252,515,ITER_PNP_OK_REBUILD
121,515,512,0.000551,0.079819,0.639770,512,512,ITER_PNP_OK
122,512,509,0.000783,0.108881,1.679221,509,509,ITER_PNP_OK
123,509,502,0.001010,0.148787,1.141645,502,502,ITER_PNP_OK
124,502,495,0.001104,0.173843,1.919564,495,495,ITER_PNP_OK
125,495,461,0.001386,0.214179,1.568972,461,461,ITER_PNP_OK
126,461,456,0.001688,0.257271,2.113156,456,456,ITER_PNP_OK
127,456,450,0.001988,0.299867,2.389356,450,450,ITER_PNP_OK
128,450,420,0.002204,0.354226,2.952962,420,420,ITER_PNP_OK
129,420,399,0.002331,0.382336,3.095098,399,399,ITER_PNP_OK
130,399,392,0.002596,0.437617,2.128695,392,392,ITER_PNP_OK
131,392,381,0.003171,0.513755,2.501183,381,381,ITER_PNP_OK
132,381,373,0.003148,0.533334,2.829983,373,373,ITER_PNP_OK
133,373,368,0.003461,0.599075,3.297910,368,368,ITER_PNP_OK
134,368,364,0.003664,0.618421,3.453237,364,364,ITER_PNP_OK
135,364,361,0.004170,0.710720,3.823698,361,361,ITER_PNP_OK
136,361,356,0.004593,0.770834,3.744238,356,356,ITER_PNP_OK
137,356,355,0.004770,0.816696,4.108047,355,355,ITER_PNP_OK
138,355,353,0.005097,0.876885,4.269674,353,353,ITER_PNP_OK
139,353,348,0.005137,0.874068,4.234448,348,348,ITER_PNP_OK
140,348,344,0.005413,0.922227,4.235172,344,441,ITER_PNP_OK_REBUILD
141,441,436,0.000690,0.103045,0.818954,436,436,ITER_PNP_OK
142,435,435,0.001099,0.159271,1.289529,435,435,ITER_PNP_OK
143,423,422,0.001649,0.251572,2.503898,422,422,ITER_PNP_OK
144,421,410,0.001978,0.292134,2.172816,410,410,ITER_PNP_OK
145,408,400,0.002025,0.297997,2.643221,400,400,ITER_PNP_OK
146,399,392,0.002556,0.355741,2.354777,392,392,ITER_PNP_OK
147,392,380,0.002710,0.369862,2.541286,380,380,ITER_PNP_OK
148,380,376,0.003047,0.430261,2.717845,376,376,ITER_PNP_OK
149,371,335,0.003017,0.394113,2.523004,335,335,ITER_PNP_OK
150,323,322,0.003508,0.461154,2.963076,322,322,ITER_PNP_OK
151,322,312,0.003802,0.478525,3.703350,312,312,ITER_PNP_OK
152,312,306,0.004158,0.492834,3.673852,306,306,ITER_PNP_OK
153,305,283,0.004023,0.475825,2.671765,283,283,ITER_PNP_OK
154,283,279,0.004287,0.515356,2.984107,279,279,ITER_PNP_OK
155,279,272,0.004568,0.532891,3.171189,272,272,ITER_PNP_OK
156,272,268,0.004809,0.552061,3.223054,268,268,ITER_PNP_OK
157,268,268,0.005282,0.594334,3.545245,268,268,ITER_PNP_OK
158,268,263,0.005823,0.610495,3.476740,263,263,ITER_PNP_OK
159,263,262,0.006221,0.655658,3.460419,262,262,ITER_PNP_OK
160,246,240,0.006577,0.701773,3.561112,240,571,ITER_PNP_OK_REBUILD
161,549,541,0.001151,0.118392,3.924302,541,541,ITER_PNP_OK
162,541,527,0.001925,0.191195,1.135443,527,527,ITER_PNP_OK
163,527,514,0.002370,0.219552,1.898572,514,514,ITER_PNP_OK
164,514,501,0.003044,0.286836,2.747367,501,501,ITER_PNP_OK
165,501,474,0.003260,0.302969,3.204873,474,474,ITER_PNP_OK
166,469,464,0.003857,0.327593,3.669724,464,464,ITER_PNP_OK
167,464,438,0.004083,0.388521,3.954665,438,438,ITER_PNP_OK
168,438,423,0.004386,0.407545,3.748012,423,423,ITER_PNP_OK
169,394,366,0.005017,0.447326,4.290188,366,366,ITER_PNP_OK
170,365,359,0.005712,0.451092,3.896014,359,359,ITER_PNP_OK
171,358,354,0.005972,0.476212,3.828868,354,354,ITER_PNP_OK
172,354,321,0.005890,0.584928,3.910698,321,321,ITER_PNP_OK
173,321,296,0.005930,0.646152,4.210460,296,296,ITER_PNP_OK
174,296,280,0.005913,0.636483,4.490576,280,280,ITER_PNP_OK
175,280,263,0.005791,0.628441,3.754165,263,263,ITER_PNP_OK
176,263,262,0.006113,0.648336,3.720122,262,262,ITER_PNP_OK
177,262,238,0.006544,0.658114,3.340917,238,238,ITER_PNP_OK
178,238,224,0.006951,0.706254,3.415853,224,224,ITER_PNP_OK
179,224,224,0.007028,0.732816,3.735332,224,224,ITER_PNP_OK
180,224,222,0.007262,0.773730,3.954598,222,586,ITER_PNP_OK_REBUILD
181,586,586,0.001295,0.110955,1.444519,586,586,ITER_PNP_OK
182,586,571,0.001861,0.156053,1.423216,571,571,ITER_PNP_OK
183,571,562,0.002363,0.193457,1.642317,562,562,ITER_PNP_OK
184,562,546,0.002549,0.207608,1.728816,546,546,ITER_PNP_OK
185,546,499,0.002199,0.241739,1.570909,499,499,ITER_PNP_OK
186,499,472,0.003286,0.370742,2.225723,472,472,ITER_PNP_OK
187,472,437,0.002900,0.320746,3.071774,437,437,ITER_PNP_OK
188,437,417,0.003023,0.354186,2.869245,417,417,ITER_PNP_OK
189,417,397,0.003096,0.376787,3.151358,397,397,ITER_PNP_OK
190,397,383,0.003196,0.427447,3.215091,383,383,ITER_PNP_OK
191,383,353,0.003213,0.450793,3.001205,353,353,ITER_PNP_OK
192,353,351,0.003597,0.538529,4.020360,351,351,ITER_PNP_OK
193,351,345,0.003921,0.580079,2.868175,345,345,ITER_PNP_OK
194,339,327,0.004226,0.603181,3.715079,327,327,ITER_PNP_OK
195,327,282,0.004779,0.662030,3.148045,282,282,ITER_PNP_OK
196,282,276,0.005113,0.723148,3.483999,276,276,ITER_PNP_OK
197,276,256,0.005130,0.767233,3.460972,256,256,ITER_PNP_OK
198,253,250,0.005322,0.835148,4.115278,250,250,ITER_PNP_OK
199,250,249,0.006134,0.885476,3.265557,249,249,ITER_PNP_OK
200,249,247,0.006128,0.921185,4.031850,247,589,ITER_PNP_OK_REBUILD
201,589,584,0.001788,0.178512,0.995619,584,584,ITER_PNP_OK
202,584,573,0.002677,0.291319,3.117058,573,573,ITER_PNP_OK
203,571,567,0.003488,0.387779,2.394322,567,567,ITER_PNP_OK
204,567,541,0.004413,0.530971,2.754191,541,541,ITER_PNP_OK
205,541,509,0.006046,0.710416,3.353186,509,509,ITER_PNP_OK
206,508,466,0.005983,0.691541,3.929365,466,466,ITER_PNP_OK
207,462,426,0.006487,0.817525,2.929318,426,426,ITER_PNP_OK
208,419,369,0.006717,0.949472,3.534122,369,369,ITER_PNP_OK
209,364,323,0.005095,0.812228,3.221104,323,323,ITER_PNP_OK
210,301,282,0.005568,0.896697,3.259196,282,282,ITER_PNP_OK
211,282,251,0.004296,0.704506,3.074963,251,251,ITER_PNP_OK
212,251,236,0.004837,0.807678,3.310086,236,236,ITER_PNP_OK
213,236,209,0.004925,0.798424,3.215486,209,209,ITER_PNP_OK
214,209,207,0.005254,0.855221,3.578029,207,207,ITER_PNP_OK
215,207,207,0.005587,0.923097,3.742077,207,207,ITER_PNP_OK
216,169,161,0.005484,0.887387,3.406531,161,307,ITER_PNP_OK_REBUILD
217,303,287,0.001929,0.256802,1.614058,287,287,ITER_PNP_OK
218,278,277,0.002819,0.355875,3.394896,277,277,ITER_PNP_OK
219,277,276,0.003145,0.397309,5.040938,276,276,ITER_PNP_OK
220,276,269,0.003414,0.447988,1.723932,269,530,ITER_PNP_OK_REBUILD
221,530,516,0.001000,0.135055,1.056797,516,516,ITER_PNP_OK
222,516,514,0.001294,0.172673,1.005022,514,514,ITER_PNP_OK
223,514,514,0.001829,0.255267,1.124835,514,514,ITER_PNP_OK
224,509,506,0.002113,0.298223,1.775203,506,506,ITER_PNP_OK
225,506,506,0.002330,0.336038,1.523266,506,506,ITER_PNP_OK
226,496,485,0.002519,0.355191,1.460178,485,485,ITER_PNP_OK
227,398,376,0.002804,0.435286,2.490236,376,376,ITER_PNP_OK
228,376,375,0.003146,0.485667,2.440121,375,375,ITER_PNP_OK
229,375,364,0.003206,0.467126,2.903553,364,364,ITER_PNP_OK
230,364,342,0.003004,0.439984,2.547483,342,342,ITER_PNP_OK
231,342,333,0.003045,0.466572,2.325269,333,333,ITER_PNP_OK
232,333,333,0.003297,0.503299,2.604368,333,333,ITER_PNP_OK
233,333,331,0.003573,0.531716,2.826282,331,331,ITER_PNP_OK
234,331,331,0.003705,0.543144,3.042460,331,331,ITER_PNP_OK
235,316,297,0.003941,0.619850,4.098038,297,297,ITER_PNP_OK
236,297,292,0.003844,0.575240,4.139966,292,292,ITER_PNP_OK
237,292,289,0.003809,0.581631,4.332003,289,289,ITER_PNP_OK
238,289,271,0.003614,0.549677,2.429182,271,271,ITER_PNP_OK
239,271,258,0.003408,0.543283,2.616085,258,258,ITER_PNP_OK
240,258,258,0.003529,0.557099,2.533565,258,643,ITER_PNP_OK_REBUILD
241,641,612,0.001094,0.122013,1.000059,612,612,ITER_PNP_OK
242,595,528,0.001496,0.167588,3.132071,528,528,ITER_PNP_OK
243,527,496,0.001933,0.222267,3.250575,496,496,ITER_PNP_OK
244,495,460,0.002255,0.283186,3.159707,460,460,ITER_PNP_OK
245,460,455,0.002615,0.315268,1.936464,455,455,ITER_PNP_OK
246,455,451,0.002951,0.385921,2.346020,451,451,ITER_PNP_OK
247,451,447,0.003416,0.428740,2.093874,447,447,ITER_PNP_OK
248,416,383,0.003358,0.456872,2.022142,383,383,ITER_PNP_OK
249,367,335,0.003521,0.476146,2.460822,335,335,ITER_PNP_OK
250,333,312,0.003573,0.506469,2.363286,312,312,ITER_PNP_OK
251,281,276,0.003738,0.566295,2.457583,276,276,ITER_PNP_OK
252,276,268,0.004298,0.605272,2.586211,268,268,ITER_PNP_OK
253,268,255,0.004529,0.624706,3.012914,255,255,ITER_PNP_OK
254,255,253,0.004895,0.682235,2.338535,253,253,ITER_PNP_OK
255,253,243,0.005125,0.745044,2.265333,243,243,ITER_PNP_OK
256,243,236,0.005490,0.785276,2.539034,236,236,ITER_PNP_OK
257,236,232,0.005908,0.876067,2.619990,232,232,ITER_PNP_OK
258,232,203,0.005983,0.975142,2.881542,203,203,ITER_PNP_OK
259,203,200,0.006792,1.099954,3.889544,200,200,ITER_PNP_OK
260,200,189,0.007173,1.125786,2.581361,189,373,ITER_PNP_OK_REBUILD
261,372,370,0.001906,0.251061,0.795575,370,370,ITER_PNP_OK
262,365,351,0.002578,0.378045,1.764585,351,351,ITER_PNP_OK
263,351,348,0.003578,0.521520,2.912279,348,348,ITER_PNP_OK
264,348,333,0.004599,0.657325,4.287741,333,333,ITER_PNP_OK
265,333,312,0.005436,0.732788,4.795898,312,312,ITER_PNP_OK
266,312,274,0.004955,0.671599,4.686591,274,274,ITER_PNP_OK
267,274,258,0.005531,0.753755,4.727364,258,258,ITER_PNP_OK
268,245,233,0.006667,0.849382,4.573555,233,233,ITER_PNP_OK
269,233,219,0.007557,0.936756,3.766933,219,219,ITER_PNP_OK
270,219,212,0.008663,1.064387,4.468136,212,212,ITER_PNP_OK
271,212,190,0.009273,1.175938,4.306864,190,190,ITER_PNP_OK
272,190,179,0.009473,1.230569,4.724434,179,478,ITER_PNP_OK_REBUILD
273,477,472,0.001692,0.204129,1.105884,472,472,ITER_PNP_OK
274,472,457,0.002530,0.313126,1.899111,457,457,ITER_PNP_OK
275,457,418,0.003047,0.400176,1.916224,418,418,ITER_PNP_OK
276,412,396,0.003837,0.509182,2.668415,396,396,ITER_PNP_OK
277,396,387,0.004800,0.585650,2.984618,387,387,ITER_PNP_OK
278,375,352,0.005712,0.723547,3.434842,352,352,ITER_PNP_OK
279,351,312,0.005940,0.714238,3.824012,312,312,ITER_PNP_OK
280,311,305,0.006846,0.830343,4.388915,305,489,ITER_PNP_OK_REBUILD
281,489,485,0.001143,0.140091,1.087758,485,485,ITER_PNP_OK
282,479,472,0.001664,0.207121,1.727438,472,472,ITER_PNP_OK
283,472,455,0.002263,0.274886,2.504323,455,455,ITER_PNP_OK
284,454,446,0.002906,0.358974,2.376727,446,446,ITER_PNP_OK
285,446,426,0.003488,0.423140,2.860341,426,426,ITER_PNP_OK
286,426,400,0.004163,0.494023,2.770785,400,400,ITER_PNP_OK
287,400,391,0.004239,0.529092,2.907459,391,391,ITER_PNP_OK
288,391,363,0.004623,0.611479,2.478133,363,363,ITER_PNP_OK
289,363,339,0.004677,0.614418,2.178601,339,339,ITER_PNP_OK
290,339,325,0.004801,0.655190,2.312348,325,325,ITER_PNP_OK
291,325,285,0.005144,0.729993,2.612029,285,285,ITER_PNP_OK
292,259,254,0.005357,0.768631,2.010278,254,254,ITER_PNP_OK
293,254,247,0.005722,0.832940,2.152045,247,247,ITER_PNP_OK
294,247,244,0.005957,0.875681,2.298707,244,244,ITER_PNP_OK
295,244,244,0.006296,0.939531,2.474181,244,244,ITER_PNP_OK
296,244,244,0.006699,1.006631,2.692909,244,244,ITER_PNP_OK
297,244,244,0.007031,1.087814,2.833887,244,244,ITER_PNP_OK
298,244,244,0.007348,1.152106,2.957573,244,244,ITER_PNP_OK
299,244,244,0.007556,1.187915,3.094557,244,244,ITER_PNP_OK
300,244,244,0.007769,1.257639,3.205935,244,402,ITER_PNP_OK_REBUILD
301,402,397,0.003088,0.329513,1.383225,397,397,ITER_PNP_OK
302,397,355,0.004584,0.572082,2.136866,355,355,ITER_PNP_OK
303,355,308,0.005384,0.695633,2.613949,308,308,ITER_PNP_OK
304,308,308,0.007004,0.859381,3.571666,308,308,ITER_PNP_OK
305,308,301,0.008474,1.097468,4.664368,301,301,ITER_PNP_OK
306,299,268,0.009852,1.282888,4.552167,268,268,ITER_PNP_OK
307,268,201,0.006292,1.053389,3.958247,201,201,ITER_PNP_OK
308,194,191,0.006913,1.210193,3.088369,191,191,ITER_PNP_OK
309,190,188,0.007715,1.363084,3.455645,188,188,ITER_PNP_OK
310,186,185,0.008467,1.496730,3.904606,185,185,ITER_PNP_OK
311,185,172,0.007057,1.091139,2.890344,172,397,ITER_PNP_OK_REBUILD
312,397,394,0.001657,0.164774,0.946623,394,394,ITER_PNP_OK
313,394,383,0.002378,0.224905,1.054314,383,383,ITER_PNP_OK
314,378,357,0.003524,0.307635,2.907145,357,357,ITER_PNP_OK
315,356,350,0.004896,0.421741,3.488349,350,350,ITER_PNP_OK
316,350,333,0.005956,0.540875,3.647423,333,333,ITER_PNP_OK
317,331,296,0.005252,0.507145,3.734277,296,296,ITER_PNP_OK
318,296,255,0.004490,0.479080,3.698888,255,255,ITER_PNP_OK
319,255,231,0.004589,0.534169,3.848212,231,231,ITER_PNP_OK
320,231,221,0.005138,0.613466,2.529252,221,519,ITER_PNP_OK_REBUILD
321,519,504,0.000925,0.121203,0.846991,504,504,ITER_PNP_OK
322,503,479,0.001446,0.201325,1.578509,479,479,ITER_PNP_OK
323,477,466,0.002354,0.303477,2.439527,466,466,ITER_PNP_OK
324,466,451,0.002815,0.377034,1.533243,451,451,ITER_PNP_OK
325,443,415,0.003108,0.459181,1.826245,415,415,ITER_PNP_OK
326,299,264,0.003504,0.484570,2.095782,264,264,ITER_PNP_OK
327,264,259,0.004186,0.573545,2.002835,259,259,ITER_PNP_OK
328,259,247,0.004287,0.596027,2.311081,247,247,ITER_PNP_OK
329,247,229,0.004908,0.703990,3.095460,229,229,ITER_PNP_OK
330,229,218,0.005255,0.732623,2.158390,218,218,ITER_PNP_OK
331,218,202,0.005608,0.772018,2.540451,202,202,ITER_PNP_OK
332,202,195,0.006006,0.919411,3.120751,195,195,ITER_PNP_OK
333,193,184,0.007529,1.081815,3.499285,184,184,ITER_PNP_OK
334,184,164,0.006837,1.120926,3.571101,164,349,ITER_PNP_OK_REBUILD
335,349,337,0.002232,0.288170,0.859831,337,337,ITER_PNP_OK
336,313,298,0.003555,0.513334,2.326339,298,298,ITER_PNP_OK
337,294,286,0.004620,0.622331,2.383100,286,286,ITER_PNP_OK
338,286,271,0.005805,0.738139,3.075261,271,271,ITER_PNP_OK
339,271,261,0.006688,0.872101,3.215882,261,261,ITER_PNP_OK
340,261,251,0.007707,0.953126,4.383007,251,394,ITER_PNP_OK_REBUILD
341,367,360,0.001652,0.213382,4.083360,360,360,ITER_PNP_OK
342,360,357,0.002098,0.272215,1.778034,357,357,ITER_PNP_OK
343,357,355,0.002909,0.337637,1.861734,355,355,ITER_PNP_OK
344,355,342,0.003166,0.369425,1.900121,342,342,ITER_PNP_OK
345,342,336,0.003831,0.440010,1.977036,336,336,ITER_PNP_OK
346,336,318,0.003870,0.461921,2.768647,318,318,ITER_PNP_OK
347,318,298,0.004181,0.472475,3.595967,298,298,ITER_PNP_OK
348,298,293,0.004627,0.545931,2.980525,293,293,ITER_PNP_OK
349,293,284,0.005196,0.633008,2.644964,284,284,ITER_PNP_OK
350,284,252,0.005262,0.656366,2.961210,252,252,ITER_PNP_OK
351,248,240,0.005955,0.695743,3.340875,240,240,ITER_PNP_OK
352,240,224,0.006319,0.786892,3.762230,224,224,ITER_PNP_OK
353,224,204,0.006885,0.854190,3.988431,204,204,ITER_PNP_OK
354,204,191,0.006823,0.797549,4.009893,191,191,ITER_PNP_OK
355,190,171,0.006267,0.739707,2.270836,171,648,ITER_PNP_OK_REBUILD
356,645,623,0.001775,0.184573,2.456828,623,623,ITER_PNP_OK
357,587,574,0.002678,0.259376,2.840427,574,574,ITER_PNP_OK
358,572,558,0.003428,0.351758,2.163291,558,558,ITER_PNP_OK
359,552,537,0.003922,0.453272,2.103400,537,537,ITER_PNP_OK
360,537,516,0.004554,0.515996,2.642534,516,633,ITER_PNP_OK_REBUILD
361,633,624,0.002238,0.208605,1.078175,624,624,ITER_PNP_OK
362,623,618,0.003268,0.344862,1.508456,618,618,ITER_PNP_OK
363,585,574,0.004267,0.465099,2.517862,574,574,ITER_PNP_OK
364,574,554,0.004643,0.488608,2.908931,554,554,ITER_PNP_OK
365,504,494,0.005380,0.570971,3.415655,494,494,ITER_PNP_OK
366,493,483,0.005961,0.665396,3.253197,483,483,ITER_PNP_OK
367,483,445,0.005939,0.710909,3.280675,445,445,ITER_PNP_OK
368,445,393,0.005940,0.709299,3.377898,393,393,ITER_PNP_OK
369,392,355,0.005788,0.804610,3.616013,355,355,ITER_PNP_OK
370,355,345,0.005934,0.859337,3.667276,345,345,ITER_PNP_OK
371,345,330,0.006040,0.831587,3.361619,330,330,ITER_PNP_OK
372,330,308,0.005835,0.853143,3.529324,308,308,ITER_PNP_OK
373,308,290,0.006352,0.945737,3.891756,290,290,ITER_PNP_OK
374,290,272,0.007074,1.067809,4.259235,272,272,ITER_PNP_OK
375,271,257,0.007113,1.138801,4.256529,257,257,ITER_PNP_OK
376,225,217,0.007685,1.160831,4.431434,217,217,ITER_PNP_OK
377,217,207,0.008665,1.202867,4.343837,207,207,ITER_PNP_OK
378,207,184,0.008396,1.086181,4.166220,184,184,ITER_PNP_OK
379,184,169,0.008801,1.168253,3.660924,169,534,ITER_PNP_OK_REBUILD
380,520,504,0.002991,0.282910,2.442781,504,551,ITER_PNP_OK_REBUILD
381,534,520,0.002650,0.267925,2.675631,520,520,ITER_PNP_OK
382,407,360,0.006205,0.560249,5.109500,360,360,ITER_PNP_OK
383,359,333,0.006224,0.620991,3.267281,333,333,ITER_PNP_OK
