frame,tracked,inliers,ratio,parallax,status
410,0,0,0.000000,0.000000,RESET
411,537,407,0.757914,0.142734,OK
412,418,303,0.724880,0.187568,GEOM_SKIP
413,412,322,0.781553,0.158558,OK
414,380,280,0.736842,0.140908,OK
415,367,279,0.760218,0.137080,GEOM_SKIP
416,354,263,0.742938,0.133296,OK
417,347,289,0.832853,0.144455,OK
418,328,245,0.746951,0.176023,OK
419,310,230,0.741935,0.168560,OK
420,306,236,0.771242,0.166392,OK
421,297,226,0.760943,0.150976,OK
422,272,192,0.705882,0.137616,OK
423,236,180,0.762712,0.110528,GEOM_SKIP
424,220,183,0.831818,0.080575,OK
425,219,183,0.835616,0.038977,OK
426,109,93,0.853211,0.012970,GEOM_SKIP
427,109,108,0.990826,0.038750,GEOM_SKIP
428,109,108,0.990826,0.064156,GEOM_SKIP
429,109,105,0.963303,0.092646,GEOM_SKIP
430,109,103,0.944954,0.112423,OK
431,305,226,0.740984,0.157834,OK
432,287,221,0.770035,0.170646,OK
433,279,223,0.799283,0.157583,OK
434,273,226,0.827839,0.116924,OK
435,272,219,0.805147,0.088652,OK
436,271,242,0.892989,0.061717,OK
437,271,225,0.830258,0.075170,OK
438,266,201,0.755639,0.104920,OK
439,262,206,0.786260,0.139636,OK
440,243,210,0.864198,0.153685,OK
441,241,222,0.921162,0.169828,OK
442,239,210,0.878661,0.199087,OK
443,179,131,0.731844,0.238875,OK
444,575,465,0.808696,0.216127,OK
445,561,466,0.830660,0.195565,OK
446,514,409,0.795720,0.179621,OK
447,413,335,0.811138,0.164415,OK
448,362,306,0.845304,0.146494,OK
449,355,302,0.850704,0.137206,OK
450,348,302,0.867816,0.105520,OK
451,345,306,0.886957,0.076782,OK
452,344,317,0.921512,0.068901,OK
453,341,321,0.941349,0.103511,OK
454,341,338,0.991202,0.126849,OK
455,340,315,0.926471,0.124692,OK
456,340,334,0.982353,0.102200,OK
457,337,333,0.988131,0.068377,OK
458,336,330,0.982143,0.044859,OK
459,266,221,0.830827,0.035074,OK
460,266,263,0.988722,0.034573,OK
461,266,261,0.981203,0.026869,OK
462,266,255,0.958647,0.018050,OK
463,264,246,0.931818,0.035192,OK
464,262,234,0.893130,0.040259,OK
465,255,215,0.843137,0.062381,GEOM_SKIP
466,253,205,0.810277,0.064191,OK
467,252,200,0.793651,0.069718,OK
468,244,205,0.840164,0.069038,OK
469,227,186,0.819383,0.061584,OK
470,223,194,0.869955,0.063006,GEOM_SKIP
471,215,195,0.906977,0.058212,GEOM_SKIP
472,207,200,0.966184,0.041087,OK
473,202,193,0.955446,0.024992,OK
474,202,200,0.990099,0.015040,OK
475,202,195,0.965347,0.025805,OK
476,202,200,0.990099,0.056600,OK
477,202,193,0.955446,0.073296,OK
478,202,202,1.000000,0.073349,OK
479,202,201,0.995050,0.073698,OK
480,202,196,0.970297,0.090176,OK
481,202,182,0.900990,0.123018,OK
482,198,187,0.944444,0.161843,OK
483,176,171,0.971591,0.192628,OK
484,386,297,0.769430,0.328237,OK
485,347,243,0.700288,0.242047,OK
486,311,243,0.781350,0.188151,OK
487,303,241,0.795380,0.161724,OK
488,292,234,0.801370,0.127711,OK
489,288,229,0.795139,0.069904,OK
490,284,249,0.876761,0.058713,OK
491,271,248,0.915129,0.047238,OK
492,247,177,0.716599,0.044790,OK
493,247,220,0.890688,0.057287,OK
494,240,201,0.837500,0.071592,OK
495,232,178,0.767241,0.075983,OK
496,225,185,0.822222,0.054155,OK
497,214,165,0.771028,0.056927,OK
498,209,176,0.842105,0.045882,OK
499,205,148,0.721951,0.057587,OK
500,192,135,0.703125,0.065985,OK
501,187,144,0.770053,0.067588,OK
502,177,129,0.728814,0.070000,OK
503,494,393,0.795547,0.106537,OK
504,488,392,0.803279,0.127857,OK
505,481,350,0.727651,0.135326,OK
506,461,330,0.715835,0.184650,OK
507,413,267,0.646489,0.262809,OK
508,312,212,0.679487,0.294643,OK
509,293,216,0.737201,0.213785,OK
510,279,196,0.702509,0.327123,OK
511,251,158,0.629482,0.442245,OK
512,204,133,0.651961,0.424966,OK
513,184,107,0.581522,0.475291,GEOM_SKIP
514,127,84,0.661417,0.252790,OK
515,328,236,0.719512,0.279853,OK
516,206,98,0.475728,0.210646,GEOM_SKIP
517,205,121,0.590244,0.250953,GEOM_SKIP
518,199,102,0.512563,0.325260,GEOM_SKIP
519,194,90,0.463918,0.438371,GEOM_SKIP
520,184,98,0.532609,0.622788,GEOM_SKIP
521,170,80,0.470588,0.713066,GEOM_SKIP
522,145,64,0.441379,0.609828,GEOM_SKIP
523,100,63,0.630000,0.813556,OK
524,123,51,0.414634,0.103493,GEOM_SKIP
525,0,0,0.000000,0.000000,RESET
526,123,87,0.707317,0.065136,OK
527,142,118,0.830986,0.115173,OK
528,166,140,0.843373,0.118198,OK
529,208,187,0.899038,0.113582,OK
530,183,159,0.868852,0.097864,OK
531,176,153,0.869318,0.125604,OK
532,190,181,0.952632,0.111960,OK
533,161,147,0.913043,0.109277,OK
534,227,182,0.801762,0.122262,OK
535,220,187,0.850000,0.122858,OK
536,196,157,0.801020,0.127285,OK
537,180,148,0.822222,0.129094,OK
538,164,158,0.963415,0.123915,OK
539,208,196,0.942308,0.202239,OK
540,204,180,0.882353,0.166267,OK
541,0,0,0.000000,0.000000,RESET
542,226,191,0.845133,0.131698,OK
543,185,152,0.821622,0.109877,OK
544,181,176,0.972376,0.101247,OK
545,175,165,0.942857,0.086035,OK
546,224,177,0.790179,0.079534,OK
547,216,175,0.810185,0.078290,OK
548,210,172,0.819048,0.076796,OK
549,136,105,0.772059,0.066567,OK
550,277,236,0.851986,0.062161,OK
551,262,211,0.805344,0.041033,OK
552,255,185,0.725490,0.040950,OK
553,235,179,0.761702,0.039741,OK
554,231,171,0.740260,0.039075,OK
555,228,156,0.684211,0.041824,OK
556,203,164,0.807882,0.042936,OK
557,197,147,0.746193,0.049051,OK
558,186,148,0.795699,0.049834,OK
559,185,146,0.789189,0.058572,OK
560,182,138,0.758242,0.059606,OK
561,180,149,0.827778,0.056997,OK
562,174,148,0.850575,0.061504,OK
563,445,341,0.766292,0.106138,OK
564,422,318,0.753555,0.146720,OK
565,401,273,0.680798,0.146436,OK
566,379,275,0.725594,0.136982,OK
567,344,225,0.654070,0.137438,OK
568,296,203,0.685811,0.047086,OK
569,280,178,0.635714,0.041253,OK
570,261,171,0.655172,0.039606,OK
571,244,165,0.676230,0.027430,OK
572,232,154,0.663793,0.023261,OK
573,219,146,0.666667,0.022151,OK
574,211,143,0.677725,0.021888,OK
575,193,147,0.761658,0.020813,OK
576,181,143,0.790055,0.019469,OK
577,175,140,0.800000,0.021815,OK
578,313,296,0.945687,0.024046,OK
579,303,255,0.841584,0.022469,OK
580,295,230,0.779661,0.026246,OK
581,284,212,0.746479,0.028981,OK
582,246,213,0.865854,0.024211,OK
583,225,197,0.875556,0.021188,OK
584,209,191,0.913876,0.026232,OK
585,190,159,0.836842,0.030362,OK
586,180,163,0.905556,0.023742,OK
587,179,164,0.916201,0.016604,OK
588,309,227,0.734628,0.026180,OK
589,307,216,0.703583,0.039168,OK
590,290,202,0.696552,0.038421,OK
591,262,192,0.732824,0.056731,OK
592,249,180,0.722892,0.090995,OK
593,241,158,0.655602,0.120497,OK
594,226,138,0.610619,0.153482,OK
595,217,132,0.608295,0.201887,OK
596,212,118,0.556604,0.256022,GEOM_SKIP
597,203,123,0.605911,0.320824,OK
598,180,97,0.538889,0.471419,GEOM_SKIP
599,166,87,0.524096,0.668357,GEOM_SKIP
600,139,81,0.582734,0.268908,GEOM_SKIP
601,127,77,0.606299,0.170290,OK
602,416,311,0.747596,0.208733,OK
603,398,248,0.623116,0.169712,OK
604,362,259,0.715470,0.165638,OK
605,329,219,0.665653,0.141097,OK
606,284,205,0.721831,0.099372,OK
607,268,196,0.731343,0.085719,OK
608,233,191,0.819742,0.078151,OK
609,205,174,0.848780,0.078261,OK
610,196,170,0.867347,0.074286,OK
611,195,179,0.917949,0.066988,OK
612,190,155,0.815789,0.063836,OK
613,188,170,0.904255,0.061527,OK
614,0,0,0.000000,0.000000,RESET
615,399,360,0.902256,0.069139,OK
616,397,335,0.843829,0.085377,OK
617,395,341,0.863291,0.100879,OK
618,393,347,0.882952,0.106986,OK
619,387,324,0.837209,0.109345,OK
620,385,329,0.854545,0.099629,OK
621,376,323,0.859043,0.087439,OK
622,128,85,0.664062,0.050538,OK
623,298,280,0.939597,0.056225,OK
624,296,244,0.824324,0.056818,OK
625,296,231,0.780405,0.047702,OK
626,295,206,0.698305,0.059490,OK
627,286,214,0.748252,0.068905,OK
628,281,207,0.736655,0.068220,OK
629,255,204,0.800000,0.064429,OK
630,231,186,0.805195,0.067740,OK
631,135,93,0.688889,0.065569,OK
632,264,199,0.753788,0.094682,OK
633,225,179,0.795556,0.091783,OK
634,209,177,0.846890,0.083013,OK
635,188,168,0.893617,0.074591,OK
636,169,148,0.875740,0.077038,OK
637,274,230,0.839416,0.130212,OK
638,224,205,0.915179,0.127795,OK
639,189,165,0.873016,0.127903,OK
640,185,168,0.908108,0.106328,OK
641,174,157,0.902299,0.115574,OK
642,182,149,0.818681,0.145363,OK
643,182,150,0.824176,0.147097,OK
644,163,115,0.705521,0.195702,OK
645,152,117,0.769737,0.176892,OK
646,147,113,0.768707,0.247111,OK
647,123,90,0.731707,0.318744,OK
648,158,117,0.740506,0.407508,OK
649,153,115,0.751634,0.577606,OK
650,153,131,0.856209,0.369395,OK
651,181,123,0.679558,0.194315,OK
652,171,121,0.707602,0.266070,OK
653,176,110,0.625000,0.394557,OK
654,191,121,0.633508,0.517787,OK
655,0,0,0.000000,0.000000,RESET
656,274,223,0.813869,0.212896,OK
657,262,175,0.667939,0.193600,OK
658,237,188,0.793249,0.177172,OK
659,221,147,0.665158,0.177792,OK
660,203,146,0.719212,0.152025,OK
661,191,134,0.701571,0.125698,OK
662,168,126,0.750000,0.100775,OK
663,0,0,0.000000,0.000000,RESET
664,216,151,0.699074,0.085266,OK
665,203,143,0.704433,0.077846,OK
666,194,149,0.768041,0.078210,OK
667,186,134,0.720430,0.083299,OK
668,178,136,0.764045,0.094702,OK
669,331,182,0.549849,0.265985,GEOM_SKIP
670,295,176,0.596610,0.338670,GEOM_SKIP
671,263,163,0.619772,0.450219,OK
