frame,tracked,inliers,ratio,parallax,status
50,419,413,0.985680,0.016712,GEOM_SKIP
51,419,411,0.980907,0.010574,GEOM_SKIP
52,419,410,0.978520,0.004508,GEOM_SKIP
53,419,409,0.976134,0.015493,GEOM_SKIP
54,418,413,0.988038,0.011314,GEOM_SKIP
55,418,413,0.988038,0.006644,GEOM_SKIP
56,418,412,0.985646,0.003665,GEOM_SKIP
57,418,415,0.992823,0.004349,GEOM_SKIP
58,418,409,0.978469,0.009611,GEOM_SKIP
59,418,410,0.980861,0.008591,GEOM_SKIP
60,418,413,0.988038,0.007109,GEOM_SKIP
61,418,414,0.990431,0.008983,GEOM_SKIP
62,417,417,1.000000,0.004472,GEOM_SKIP
63,417,407,0.976019,0.009837,GEOM_SKIP
64,417,414,0.992806,0.012170,GEOM_SKIP
65,417,413,0.990408,0.011668,GEOM_SKIP
66,417,408,0.978417,0.004735,GEOM_SKIP
67,417,414,0.992806,0.003303,GEOM_SKIP
68,417,412,0.988010,0.009700,GEOM_SKIP
69,417,404,0.968825,0.011648,GEOM_SKIP
70,417,416,0.997602,0.012095,GEOM_SKIP
71,417,412,0.988010,0.009840,GEOM_SKIP
72,417,417,1.000000,0.004484,GEOM_SKIP
73,417,416,0.997602,0.006108,GEOM_SKIP
74,417,412,0.988010,0.010879,GEOM_SKIP
75,417,407,0.976019,0.011574,GEOM_SKIP
76,417,416,0.997602,0.015863,GEOM_SKIP
77,417,400,0.959233,0.017845,GEOM_SKIP
78,417,411,0.985612,0.011645,GEOM_SKIP
79,417,417,1.000000,0.004198,GEOM_SKIP
80,417,414,0.992806,0.012076,GEOM_SKIP
81,417,412,0.988010,0.008412,GEOM_SKIP
82,417,415,0.995204,0.007986,GEOM_SKIP
83,417,413,0.990408,0.012625,GEOM_SKIP
84,417,405,0.971223,0.011202,GEOM_SKIP
85,416,403,0.968750,0.005674,GEOM_SKIP
86,416,411,0.987981,0.008597,GEOM_SKIP
87,416,392,0.942308,0.013318,GEOM_SKIP
88,416,395,0.949519,0.018077,GEOM_SKIP
89,416,377,0.906250,0.022287,GEOM_SKIP
90,416,381,0.915865,0.023501,GEOM_SKIP
91,416,394,0.947115,0.021665,OK
92,416,386,0.927885,0.025952,GEOM_SKIP
93,416,398,0.956731,0.028737,GEOM_SKIP
94,416,390,0.937500,0.025727,GEOM_SKIP
95,416,383,0.920673,0.028845,GEOM_SKIP
96,416,388,0.932692,0.030200,GEOM_SKIP
97,416,392,0.942308,0.028008,GEOM_SKIP
98,416,402,0.966346,0.023383,OK
99,416,386,0.927885,0.025438,OK
100,416,382,0.918269,0.033002,OK
101,412,373,0.905340,0.040039,OK
102,411,387,0.941606,0.042112,OK
103,403,371,0.920596,0.034606,OK
104,402,365,0.907960,0.039287,OK
105,399,377,0.944862,0.037150,OK
106,395,375,0.949367,0.031796,OK
107,383,350,0.913838,0.034008,OK
108,377,348,0.923077,0.032708,OK
109,374,360,0.962567,0.034141,OK
110,369,351,0.951220,0.030249,OK
111,365,334,0.915068,0.032343,OK
112,352,320,0.909091,0.036865,OK
113,346,329,0.950867,0.032288,OK
114,337,323,0.958457,0.032131,GEOM_SKIP
115,337,308,0.913947,0.025492,GEOM_SKIP
116,337,328,0.973294,0.021096,OK
117,336,310,0.922619,0.023146,OK
118,335,318,0.949254,0.027308,OK
119,335,307,0.916418,0.036301,OK
120,333,296,0.888889,0.040577,OK
121,333,301,0.903904,0.037042,OK
122,331,312,0.942598,0.029376,GEOM_SKIP
123,330,322,0.975758,0.012615,GEOM_SKIP
124,330,324,0.981818,0.020528,OK
125,329,311,0.945289,0.046693,OK
126,299,249,0.832776,0.061790,OK
127,298,281,0.942953,0.061501,OK
128,298,275,0.922819,0.051185,OK
129,295,274,0.928814,0.046692,OK
130,295,275,0.932203,0.045482,OK
131,293,279,0.952218,0.046591,OK
132,288,249,0.864583,0.050889,OK
133,253,217,0.857708,0.069166,OK
134,243,205,0.843621,0.078599,OK
135,243,220,0.905350,0.077017,OK
136,243,233,0.958848,0.066329,OK
137,243,229,0.942387,0.058688,OK
138,243,226,0.930041,0.054821,OK
139,241,223,0.925311,0.057710,OK
140,240,210,0.875000,0.070448,OK
141,239,220,0.920502,0.071855,OK
142,223,188,0.843049,0.067263,OK
143,223,205,0.919283,0.068043,OK
144,223,198,0.887892,0.074742,OK
145,223,198,0.887892,0.073674,OK
146,222,203,0.914414,0.079205,OK
147,222,211,0.950450,0.087005,OK
148,222,200,0.900901,0.082341,OK
149,222,213,0.959459,0.062976,OK
150,179,143,0.798883,0.050764,OK
151,431,410,0.951276,0.029680,OK
152,430,390,0.906977,0.050562,OK
153,426,388,0.910798,0.064886,OK
154,419,375,0.894988,0.074117,OK
155,393,334,0.849873,0.061353,OK
156,386,336,0.870466,0.041670,OK
157,386,318,0.823834,0.040749,OK
158,386,329,0.852332,0.036833,OK
159,355,296,0.833803,0.034199,OK
160,355,319,0.898592,0.038339,OK
161,355,343,0.966197,0.034070,OK
162,355,347,0.977465,0.042356,OK
163,353,314,0.889518,0.045201,OK
164,350,322,0.920000,0.044710,OK
165,350,318,0.908571,0.045364,OK
166,350,317,0.905714,0.046586,OK
167,317,257,0.810726,0.035258,OK
168,317,288,0.908517,0.015367,OK
169,317,300,0.946372,0.018059,GEOM_SKIP
170,317,288,0.908517,0.046409,OK
171,316,292,0.924051,0.070886,OK
172,316,272,0.860759,0.085366,OK
173,316,277,0.876582,0.086519,OK
174,316,287,0.908228,0.074843,OK
175,314,273,0.869427,0.054863,OK
176,314,301,0.958599,0.045645,OK
177,314,310,0.987261,0.043457,OK
178,314,307,0.977707,0.041827,OK
179,314,311,0.990446,0.036929,OK
180,314,306,0.974522,0.041628,OK
181,314,305,0.971338,0.070947,OK
182,314,292,0.929936,0.100514,OK
183,304,240,0.789474,0.102896,OK
184,304,279,0.917763,0.103563,OK
185,304,291,0.957237,0.088482,OK
186,304,252,0.828947,0.074428,OK
187,304,241,0.792763,0.066568,OK
188,297,283,0.952862,0.064315,OK
189,296,252,0.851351,0.076685,OK
190,284,259,0.911972,0.084958,OK
191,262,232,0.885496,0.098984,OK
192,235,234,0.995745,0.111685,OK
193,226,207,0.915929,0.108451,OK
194,214,198,0.925234,0.105280,OK
195,214,209,0.976636,0.095184,OK
196,214,208,0.971963,0.090999,OK
197,214,199,0.929907,0.102116,OK
198,214,196,0.915888,0.103553,OK
199,214,180,0.841121,0.090559,OK
200,214,207,0.967290,0.060767,OK
201,214,209,0.976636,0.036949,OK
202,214,212,0.990654,0.021629,OK
203,214,211,0.985981,0.020041,OK
204,214,212,0.990654,0.028999,OK
205,214,206,0.962617,0.043680,GEOM_SKIP
206,214,212,0.990654,0.051106,OK
207,214,213,0.995327,0.050562,OK
208,213,191,0.896714,0.033706,OK
209,213,213,1.000000,0.026556,OK
210,213,209,0.981221,0.060035,GEOM_SKIP
211,213,203,0.953052,0.062008,GEOM_SKIP
212,213,212,0.995305,0.050515,OK
213,213,213,1.000000,0.039899,OK
214,213,212,0.995305,0.037118,OK
215,213,200,0.938967,0.042825,OK
216,212,178,0.839623,0.045981,OK
217,212,201,0.948113,0.053918,OK
218,212,206,0.971698,0.063967,OK
219,212,200,0.943396,0.059108,OK
220,212,206,0.971698,0.054141,OK
221,212,201,0.948113,0.056863,GEOM_SKIP
222,212,206,0.971698,0.046368,OK
223,212,202,0.952830,0.033914,OK
224,208,166,0.798077,0.046697,OK
225,208,180,0.865385,0.075170,OK
226,208,163,0.783654,0.096941,OK
227,206,176,0.854369,0.117712,OK
228,200,178,0.890000,0.105889,OK
229,200,194,0.970000,0.096255,OK
230,200,185,0.925000,0.087801,OK
231,200,175,0.875000,0.067504,OK
232,198,185,0.934343,0.047171,OK
233,198,191,0.964646,0.032104,OK
234,198,192,0.969697,0.030820,OK
235,198,184,0.929293,0.046135,OK
236,198,177,0.893939,0.072382,OK
237,197,160,0.812183,0.088433,OK
238,197,182,0.923858,0.094050,OK
239,197,168,0.852792,0.101648,OK
240,191,155,0.811518,0.087567,OK
241,188,159,0.845745,0.080611,OK
242,187,167,0.893048,0.079764,OK
243,187,170,0.909091,0.083450,OK
244,187,173,0.925134,0.066213,OK
245,187,175,0.935829,0.051684,OK
246,187,167,0.893048,0.028558,OK
247,187,176,0.941176,0.018251,OK
248,187,176,0.941176,0.022152,OK
249,0,0,0.000000,0.000000,RESET
250,621,485,0.780998,0.095564,OK
251,610,490,0.803279,0.101225,OK
252,564,445,0.789007,0.119176,OK
253,528,414,0.784091,0.133674,OK
254,517,387,0.748549,0.110835,OK
255,515,381,0.739806,0.082893,OK
256,514,409,0.795720,0.074077,OK
257,511,422,0.825832,0.078021,OK
258,500,414,0.828000,0.086257,OK
259,500,414,0.828000,0.085267,OK
260,492,427,0.867886,0.077743,OK
261,491,444,0.904277,0.093312,OK
262,455,364,0.800000,0.140185,OK
263,440,369,0.838636,0.186657,OK
264,411,300,0.729927,0.174080,OK
265,302,211,0.698675,0.157830,OK
266,287,211,0.735192,0.165314,OK
267,282,218,0.773050,0.146859,OK
268,279,223,0.799283,0.141735,OK
269,275,223,0.810909,0.115027,OK
270,274,227,0.828467,0.107694,OK
271,274,259,0.945255,0.129797,OK
272,269,250,0.929368,0.137045,OK
273,245,241,0.983673,0.125587,GEOM_SKIP
274,245,236,0.963265,0.113012,OK
275,245,244,0.995918,0.098350,OK
276,244,241,0.987705,0.104261,OK
277,243,235,0.967078,0.121853,OK
278,225,214,0.951111,0.111223,OK
279,222,201,0.905405,0.119868,OK
280,215,193,0.897674,0.105053,GEOM_SKIP
281,209,184,0.880383,0.088797,GEOM_SKIP
282,206,180,0.873786,0.079318,GEOM_SKIP
283,202,185,0.915842,0.075172,GEOM_SKIP
284,195,174,0.892308,0.070713,GEOM_SKIP
285,190,179,0.942105,0.062327,GEOM_SKIP
286,190,185,0.973684,0.062329,GEOM_SKIP
287,190,187,0.984211,0.072303,GEOM_SKIP
288,190,185,0.973684,0.091040,OK
289,189,185,0.978836,0.109688,GEOM_SKIP
290,187,185,0.989305,0.115107,GEOM_SKIP
291,187,187,1.000000,0.132137,GEOM_SKIP
292,187,187,1.000000,0.149369,GEOM_SKIP
293,187,187,1.000000,0.159016,GEOM_SKIP
294,187,187,1.000000,0.177763,GEOM_SKIP
295,185,183,0.989189,0.191620,GEOM_SKIP
296,182,174,0.956044,0.210500,OK
297,174,165,0.948276,0.232638,GEOM_SKIP
298,156,140,0.897436,0.243164,GEOM_SKIP
299,131,110,0.839695,0.235795,GEOM_SKIP
300,125,109,0.872000,0.207688,GEOM_SKIP
301,125,104,0.832000,0.179863,GEOM_SKIP
302,125,100,0.800000,0.126976,GEOM_SKIP
303,125,111,0.888000,0.146472,OK
304,395,280,0.708861,0.193064,OK
305,379,274,0.722955,0.196201,OK
306,326,240,0.736196,0.170765,OK
307,301,234,0.777409,0.131163,OK
308,285,234,0.821053,0.146941,OK
309,264,216,0.818182,0.187854,OK
310,263,212,0.806084,0.196454,OK
311,257,219,0.852140,0.210178,OK
312,240,198,0.825000,0.207809,OK
313,214,172,0.803738,0.201707,OK
314,186,142,0.763441,0.241900,OK
315,166,121,0.728916,0.282898,OK
316,269,173,0.643123,0.148688,OK
317,210,155,0.738095,0.108235,OK
318,175,128,0.731429,0.095230,OK
319,329,218,0.662614,0.128173,OK
320,311,227,0.729904,0.130736,OK
321,292,201,0.688356,0.168549,OK
322,161,120,0.745342,0.199029,OK
323,373,282,0.756032,0.185657,OK
324,300,232,0.773333,0.221838,OK
325,271,222,0.819188,0.223640,OK
326,250,211,0.844000,0.205854,OK
327,242,210,0.867769,0.237936,GEOM_SKIP
328,235,212,0.902128,0.270116,GEOM_SKIP
329,206,167,0.810680,0.226587,GEOM_SKIP
330,191,158,0.827225,0.173054,GEOM_SKIP
331,153,141,0.921569,0.159939,GEOM_SKIP
332,130,116,0.892308,0.130282,GEOM_SKIP
333,109,103,0.944954,0.128714,OK
334,485,307,0.632990,0.302708,OK
335,413,273,0.661017,0.234511,OK
336,388,264,0.680412,0.183785,OK
337,376,261,0.694149,0.149822,OK
338,309,189,0.611650,0.122869,GEOM_SKIP
339,309,245,0.792880,0.110511,OK
340,308,265,0.860390,0.121502,OK
341,306,232,0.758170,0.143942,OK
342,304,278,0.914474,0.149148,OK
343,304,272,0.894737,0.146746,OK
344,304,282,0.927632,0.148067,OK
345,299,270,0.903010,0.156219,OK
346,276,263,0.952899,0.180194,OK
347,272,238,0.875000,0.153044,OK
348,272,248,0.911765,0.149540,OK
349,272,239,0.878676,0.153778,OK
350,271,194,0.715867,0.154135,OK
351,238,178,0.747899,0.161963,OK
352,201,149,0.741294,0.144724,OK
353,200,149,0.745000,0.141256,OK
354,185,132,0.713514,0.124482,OK
355,156,118,0.756410,0.109795,GEOM_SKIP
356,148,120,0.810811,0.100661,OK
357,395,262,0.663291,0.149749,OK
358,304,200,0.657895,0.153536,OK
359,252,183,0.726190,0.151647,OK
360,251,201,0.800797,0.141356,OK
361,234,189,0.807692,0.151219,OK
362,209,186,0.889952,0.205986,OK
363,157,137,0.872611,0.273000,OK
364,398,292,0.733668,0.343911,OK
365,349,252,0.722063,0.263506,OK
366,290,262,0.903448,0.211288,OK
367,277,245,0.884477,0.169614,OK
368,272,247,0.908088,0.124875,OK
369,268,257,0.958955,0.102416,OK
370,259,218,0.841699,0.100016,OK
371,214,175,0.817757,0.086191,OK
372,213,176,0.826291,0.096883,OK
373,213,190,0.892019,0.113954,OK
374,213,192,0.901408,0.122068,OK
375,209,200,0.956938,0.118119,OK
376,208,194,0.932692,0.137098,GEOM_SKIP
377,205,185,0.902439,0.146553,GEOM_SKIP
378,202,190,0.940594,0.142529,GEOM_SKIP
379,163,132,0.809816,0.126524,GEOM_SKIP
380,151,127,0.841060,0.121210,GEOM_SKIP
381,146,131,0.897260,0.114953,GEOM_SKIP
382,141,126,0.893617,0.118854,GEOM_SKIP
383,126,108,0.857143,0.118514,GEOM_SKIP
384,124,102,0.822581,0.113282,GEOM_SKIP
385,124,99,0.798387,0.112805,GEOM_SKIP
386,121,106,0.876033,0.109346,GEOM_SKIP
387,119,101,0.848739,0.101865,OK
388,331,238,0.719033,0.091807,OK
389,274,240,0.875912,0.103198,OK
390,240,211,0.879167,0.132705,OK
391,223,204,0.914798,0.153102,OK
392,212,198,0.933962,0.206771,OK
393,212,203,0.957547,0.195096,OK
394,211,203,0.962085,0.203612,OK
395,182,175,0.961538,0.236104,OK
396,0,0,0.000000,0.000000,RESET
397,441,285,0.646259,0.496354,OK
398,363,229,0.630854,0.353362,OK
399,316,205,0.648734,0.236357,OK
400,291,181,0.621993,0.190750,OK
401,282,195,0.691489,0.151085,OK
402,269,201,0.747212,0.134429,OK
403,268,222,0.828358,0.135850,OK
404,242,193,0.797521,0.136450,OK
405,241,210,0.871369,0.139712,OK
406,240,219,0.912500,0.130357,OK
407,239,228,0.953975,0.138382,OK
408,210,210,1.000000,0.144127,GEOM_SKIP
409,210,210,1.000000,0.162929,GEOM_SKIP
410,196,184,0.938776,0.183413,GEOM_SKIP
411,196,158,0.806122,0.199662,OK
412,179,124,0.692737,0.161530,GEOM_SKIP
413,175,136,0.777143,0.105857,GEOM_SKIP
414,164,122,0.743902,0.103855,GEOM_SKIP
415,155,122,0.787097,0.101623,GEOM_SKIP
416,150,124,0.826667,0.102304,GEOM_SKIP
417,149,118,0.791946,0.107434,GEOM_SKIP
418,148,119,0.804054,0.131113,OK
419,440,306,0.695455,0.177829,OK
420,379,302,0.796834,0.190471,OK
421,373,294,0.788204,0.191620,OK
422,354,285,0.805085,0.203103,OK
423,330,269,0.815152,0.242655,OK
424,310,247,0.796774,0.330552,OK
425,306,227,0.741830,0.454825,OK
426,265,192,0.724528,0.425375,OK
427,199,146,0.733668,0.263289,OK
428,113,81,0.716814,0.242137,GEOM_SKIP
429,113,86,0.761062,0.191336,OK
430,565,423,0.748673,0.239023,OK
431,502,341,0.679283,0.181154,OK
432,453,326,0.719647,0.170378,OK
433,445,302,0.678652,0.186033,OK
434,423,289,0.683215,0.223055,OK
435,411,314,0.763990,0.257029,OK
436,404,276,0.683168,0.336722,GEOM_SKIP
437,351,265,0.754986,0.335387,OK
438,321,280,0.872274,0.266134,OK
439,286,245,0.856643,0.235044,OK
440,276,219,0.793478,0.196204,OK
441,252,208,0.825397,0.168144,OK
442,249,189,0.759036,0.203987,OK
443,249,176,0.706827,0.256196,OK
444,226,163,0.721239,0.235782,OK
445,169,103,0.609467,0.192658,OK
446,563,398,0.706927,0.172901,OK
447,560,409,0.730357,0.106411,OK
448,558,437,0.783154,0.077341,OK
449,552,446,0.807971,0.070684,OK
450,541,441,0.815157,0.050060,OK
451,534,436,0.816479,0.058263,OK
452,534,433,0.810861,0.058171,OK
453,286,163,0.569930,0.036431,GEOM_SKIP
454,286,220,0.769231,0.028449,OK
455,285,223,0.782456,0.024791,OK
456,285,233,0.817544,0.019718,OK
457,279,231,0.827957,0.020844,OK
458,276,242,0.876812,0.015909,OK
459,276,234,0.847826,0.011839,OK
460,276,224,0.811594,0.022930,OK
461,276,211,0.764493,0.017587,OK
462,276,223,0.807971,0.027923,OK
463,276,216,0.782609,0.039720,GEOM_SKIP
464,275,215,0.781818,0.046542,OK
465,272,208,0.764706,0.041504,OK
466,266,212,0.796992,0.060952,OK
467,252,209,0.829365,0.094849,OK
468,240,194,0.808333,0.083119,OK
469,216,177,0.819444,0.072221,OK
470,204,174,0.852941,0.077296,OK
471,200,172,0.860000,0.089780,OK
472,198,174,0.878788,0.103632,OK
473,184,170,0.923913,0.136688,OK
474,176,152,0.863636,0.171268,OK
475,643,530,0.824261,0.171149,OK
476,639,530,0.829421,0.170001,OK
477,568,438,0.771127,0.166717,OK
478,467,399,0.854390,0.156282,OK
479,427,381,0.892272,0.166425,OK
480,413,371,0.898305,0.173451,OK
481,381,343,0.900262,0.151523,OK
482,369,328,0.888889,0.135315,OK
483,358,317,0.885475,0.159702,OK
484,338,299,0.884615,0.182169,OK
485,287,271,0.944251,0.155605,OK
486,201,163,0.810945,0.136648,OK
487,199,197,0.989950,0.143279,OK
488,198,177,0.893939,0.142831,OK
489,198,177,0.893939,0.141433,OK
490,198,183,0.924242,0.145138,OK
491,190,181,0.952632,0.171598,OK
492,145,129,0.889655,0.101297,OK
493,529,461,0.871456,0.128058,OK
494,497,404,0.812877,0.129928,OK
495,444,407,0.916667,0.138490,OK
496,410,337,0.821951,0.153937,OK
497,372,307,0.825269,0.157202,OK
498,325,267,0.821538,0.162564,OK
499,312,274,0.878205,0.165070,OK
500,277,202,0.729242,0.188864,OK
501,255,206,0.807843,0.207691,OK
502,219,187,0.853881,0.249602,OK
503,194,163,0.840206,0.266719,OK
504,181,133,0.734807,0.272929,OK
505,164,116,0.707317,0.159861,OK
506,456,361,0.791667,0.123874,OK
507,417,337,0.808153,0.178442,OK
508,373,296,0.793566,0.145967,OK
509,352,273,0.775568,0.086706,OK
510,241,137,0.568465,0.202920,GEOM_SKIP
511,216,141,0.652778,0.179291,OK
512,190,140,0.736842,0.096444,OK
513,165,133,0.806061,0.106397,OK
514,422,328,0.777251,0.164122,OK
515,333,252,0.756757,0.172743,OK
516,309,250,0.809061,0.158752,OK
517,290,218,0.751724,0.156798,OK
518,136,84,0.617647,0.085555,OK
519,373,258,0.691689,0.140676,OK
520,304,209,0.687500,0.122310,OK
521,277,217,0.783394,0.142219,OK
522,248,181,0.729839,0.155040,OK
523,220,156,0.709091,0.148498,OK
524,206,166,0.805825,0.125810,OK
525,194,160,0.824742,0.089887,OK
526,167,141,0.844311,0.065853,OK
527,159,115,0.723270,0.114445,OK
528,372,317,0.852151,0.098975,OK
529,351,303,0.863248,0.078021,OK
530,343,296,0.862974,0.080888,OK
531,322,267,0.829193,0.119534,OK
532,262,190,0.725191,0.138711,OK
533,243,188,0.773663,0.158344,OK
534,228,170,0.745614,0.142520,OK
535,179,135,0.754190,0.144954,OK
536,480,382,0.795833,0.154673,OK
537,399,329,0.824561,0.152699,OK
538,348,271,0.778736,0.170915,OK
539,341,261,0.765396,0.197555,OK
540,267,202,0.756554,0.171287,OK
541,257,210,0.817121,0.158567,OK
542,245,205,0.836735,0.145418,OK
543,154,102,0.662338,0.141328,OK
544,426,340,0.798122,0.209315,OK
545,349,275,0.787966,0.153211,OK
546,329,276,0.838906,0.121759,OK
547,311,268,0.861736,0.093269,OK
548,283,253,0.893993,0.062390,OK
549,273,252,0.923077,0.038142,OK
550,261,241,0.923372,0.038190,OK
551,216,190,0.879630,0.017131,OK
552,207,182,0.879227,0.027190,OK
553,197,177,0.898477,0.033543,OK
554,194,183,0.943299,0.037289,OK
555,189,176,0.931217,0.033892,OK
556,188,179,0.952128,0.030373,OK
557,187,179,0.957219,0.030284,OK
558,185,169,0.913514,0.031335,OK
559,173,170,0.982659,0.032792,OK
560,412,356,0.864078,0.043496,OK
561,366,313,0.855191,0.040179,OK
562,340,319,0.938235,0.052815,OK
563,330,278,0.842424,0.084199,OK
564,323,277,0.857585,0.096169,OK
565,316,273,0.863924,0.089014,OK
566,301,264,0.877076,0.080616,OK
567,262,205,0.782443,0.052352,OK
568,257,220,0.856031,0.033752,OK
569,249,221,0.887550,0.026041,OK
570,243,220,0.905350,0.016206,OK
571,237,213,0.898734,0.015222,OK
572,235,210,0.893617,0.016229,OK
573,234,201,0.858974,0.017216,OK
574,232,201,0.866379,0.026740,OK
575,227,192,0.845815,0.037024,OK
576,198,172,0.868687,0.038704,OK
577,197,184,0.934010,0.051689,OK
578,196,182,0.928571,0.060411,OK
579,196,184,0.938776,0.058961,OK
580,195,175,0.897436,0.061600,OK
581,194,170,0.876289,0.063403,OK
582,192,173,0.901042,0.063757,OK
583,191,181,0.947644,0.047296,OK
584,189,165,0.873016,0.080792,OK
585,178,159,0.893258,0.097647,OK
586,584,492,0.842466,0.147292,OK
587,559,480,0.858676,0.153500,OK
588,522,435,0.833333,0.108554,OK
589,488,430,0.881148,0.084029,OK
590,459,418,0.910675,0.081374,OK
591,448,402,0.897321,0.072549,OK
592,368,304,0.826087,0.065140,OK
593,355,313,0.881690,0.063824,OK
594,351,297,0.846154,0.070227,OK
595,333,289,0.867868,0.081124,OK
596,296,273,0.922297,0.080480,OK
597,283,242,0.855124,0.065058,OK
598,271,243,0.896679,0.076499,OK
599,266,233,0.875940,0.081749,OK
600,216,188,0.870370,0.092387,OK
601,213,188,0.882629,0.096730,OK
602,206,171,0.830097,0.114850,OK
603,184,156,0.847826,0.120999,OK
604,171,141,0.824561,0.116446,OK
605,483,370,0.766046,0.161874,OK
606,434,320,0.737327,0.158884,OK
607,376,295,0.784574,0.131087,OK
608,283,218,0.770318,0.118986,OK
609,271,248,0.915129,0.107081,OK
610,245,217,0.885714,0.087587,OK
611,235,215,0.914894,0.073133,OK
612,232,197,0.849138,0.061700,OK
613,225,204,0.906667,0.055992,OK
614,222,203,0.914414,0.050090,OK
615,211,176,0.834123,0.049426,OK
616,175,156,0.891429,0.053300,OK
617,471,412,0.874735,0.085282,OK
618,464,406,0.875000,0.082424,OK
619,456,367,0.804825,0.104304,OK
620,426,371,0.870892,0.118983,OK
621,410,310,0.756098,0.119466,OK
622,378,303,0.801587,0.111675,OK
623,365,299,0.819178,0.127775,OK
624,351,295,0.840456,0.149699,OK
625,227,161,0.709251,0.101873,OK
626,226,188,0.831858,0.105398,OK
627,213,165,0.774648,0.144715,OK
628,196,153,0.780612,0.144047,OK
629,164,124,0.756098,0.116868,OK
630,474,387,0.816456,0.139273,OK
631,445,388,0.871910,0.133335,OK
632,429,383,0.892774,0.112631,OK
633,378,352,0.931217,0.080386,OK
634,375,333,0.888000,0.067862,OK
635,368,310,0.842391,0.057366,OK
636,364,337,0.925824,0.070367,OK
637,344,293,0.851744,0.063956,OK
638,301,273,0.906977,0.060476,OK
639,291,262,0.900344,0.064419,OK
640,284,248,0.873239,0.072546,OK
641,275,250,0.909091,0.045084,OK
642,261,249,0.954023,0.047918,OK
643,237,220,0.928270,0.050518,OK
644,230,204,0.886957,0.069253,OK
645,222,202,0.909910,0.069912,OK
646,221,206,0.932127,0.071289,OK
647,209,191,0.913876,0.059651,OK
648,178,170,0.955056,0.064108,OK
649,370,294,0.794595,0.125551,OK
650,346,324,0.936416,0.111792,OK
651,318,294,0.924528,0.100945,OK
652,287,229,0.797909,0.095607,OK
653,269,239,0.888476,0.090609,OK
654,242,229,0.946281,0.074029,OK
655,228,195,0.855263,0.078802,OK
656,219,189,0.863014,0.082881,OK
657,215,197,0.916279,0.088829,OK
658,212,197,0.929245,0.105048,OK
659,211,190,0.900474,0.116517,OK
660,207,197,0.951691,0.071475,OK
661,203,196,0.965517,0.097967,OK
662,201,188,0.935323,0.101934,OK
663,190,182,0.957895,0.045388,OK
664,181,174,0.961326,0.052876,OK
665,172,159,0.924419,0.072989,OK
666,308,239,0.775974,0.185455,OK
667,279,247,0.885305,0.169020,OK
668,250,222,0.888000,0.140240,OK
669,228,191,0.837719,0.119761,OK
670,218,163,0.747706,0.126868,OK
671,179,118,0.659218,0.148470,OK
672,336,231,0.687500,0.137124,OK
673,300,237,0.790000,0.117236,OK
674,291,230,0.790378,0.116757,OK
675,256,203,0.792969,0.081753,OK
