frame,tracked,pnp_inliers,err_norm,err_px_med,err_px_max,valid_depth,landmarks,status
58,135,135,0.003439,0.421782,1.316157,135,135,ITER_PNP_OK
59,135,135,0.003493,0.438160,1.308914,135,135,ITER_PNP_OK
60,135,135,0.003502,0.445119,1.268415,135,39,ITER_PNP_OK_REBUILD
61,39,39,0.000726,0.097426,0.588296,39,39,ITER_PNP_OK
62,39,39,0.002517,0.316243,0.930112,39,39,ITER_PNP_OK
63,39,38,0.001313,0.223770,0.818704,38,38,ITER_PNP_OK
64,38,38,0.001499,0.225507,0.843413,38,40,ITER_PNP_OK_REBUILD
65,40,38,0.001136,0.061684,0.229571,38,38,ITER_PNP_OK
66,38,36,0.001688,0.050485,0.288740,36,36,ITER_PNP_OK
67,36,35,0.001557,0.082778,0.352406,35,35,ITER_PNP_OK
68,35,35,0.001440,0.086818,0.206615,35,35,ITER_PNP_OK
69,35,35,0.002178,0.114357,0.252021,35,35,ITER_PNP_OK
70,35,34,0.002255,0.150412,0.356761,34,34,ITER_PNP_OK
71,34,34,0.002866,0.139961,0.392964,34,45,ITER_PNP_OK_REBUILD
72,45,39,0.000813,0.036571,0.871678,39,39,ITER_PNP_OK
73,39,37,0.001162,0.051186,0.419908,37,37,ITER_PNP_OK
74,37,36,0.001000,0.059364,0.437859,36,27,ITER_PNP_OK_REBUILD
75,27,0,999.000000,999.000000,999.000000,0,27,PNP_FAIL_TOTAL
79,35,0,999.000000,999.000000,999.000000,0,35,STRONG_RESET_PNP
80,35,33,0.002039,0.051785,0.260565,33,26,ITER_PNP_OK_REBUILD
81,26,0,999.000000,999.000000,999.000000,0,26,PNP_FAIL_TOTAL
86,32,0,999.000000,999.000000,999.000000,0,32,STRONG_RESET_PNP
87,32,31,0.001546,0.088955,0.381068,31,31,ITER_PNP_OK
88,31,28,0.001542,0.115735,0.913358,28,28,ITER_PNP_OK
89,28,27,0.002328,0.170892,1.012771,27,32,ITER_PNP_OK_REBUILD
90,32,31,0.001985,0.098990,0.376583,31,42,ITER_PNP_OK_REBUILD
91,42,41,0.001198,0.086352,0.574277,41,323,ITER_PNP_OK_REBUILD
92,323,319,0.001166,0.131205,0.661358,319,319,ITER_PNP_OK
93,318,313,0.001926,0.219126,0.961420,313,313,ITER_PNP_OK
94,307,292,0.002980,0.249759,1.459572,292,292,ITER_PNP_OK
95,292,269,0.002695,0.295673,1.257445,269,269,ITER_PNP_OK
96,268,264,0.003603,0.347161,1.460900,264,264,ITER_PNP_OK
97,264,231,0.003212,0.393252,2.149485,231,231,ITER_PNP_OK
98,231,210,0.002822,0.374079,2.792265,210,210,ITER_PNP_OK
99,210,208,0.003431,0.431517,2.106817,208,208,ITER_PNP_OK
100,208,206,0.004087,0.514743,2.504782,206,206,ITER_PNP_OK
101,196,183,0.004481,0.577201,2.404731,183,183,ITER_PNP_OK
102,183,179,0.004860,0.642920,2.565378,179,179,ITER_PNP_OK
103,179,174,0.005534,0.726543,2.800034,174,174,ITER_PNP_OK
104,174,162,0.005179,0.691127,2.629293,162,162,ITER_PNP_OK
105,162,158,0.005663,0.758916,2.751988,158,414,ITER_PNP_OK_REBUILD
106,406,406,0.000914,0.099379,1.500741,406,406,ITER_PNP_OK
107,404,397,0.001382,0.162808,1.111930,397,397,ITER_PNP_OK
108,397,386,0.001539,0.181394,1.664076,386,386,ITER_PNP_OK
109,382,369,0.001906,0.218570,1.351959,369,369,ITER_PNP_OK
110,369,349,0.002200,0.280684,1.782365,349,349,ITER_PNP_OK
111,349,341,0.002361,0.296443,1.595607,341,341,ITER_PNP_OK
112,341,332,0.002535,0.332909,1.706295,332,332,ITER_PNP_OK
113,330,320,0.002576,0.348397,1.718882,320,320,ITER_PNP_OK
114,320,312,0.002896,0.385074,1.613062,312,312,ITER_PNP_OK
115,312,292,0.003188,0.416262,1.823804,292,292,ITER_PNP_OK
116,289,285,0.003328,0.451110,1.876439,285,285,ITER_PNP_OK
117,285,267,0.003111,0.425411,1.833940,267,267,ITER_PNP_OK
118,267,255,0.003113,0.420901,1.670513,255,255,ITER_PNP_OK
119,254,232,0.002854,0.419537,1.961715,232,232,ITER_PNP_OK
120,232,226,0.002887,0.443919,1.646310,226,371,ITER_PNP_OK_REBUILD
121,371,362,0.001364,0.175248,0.796899,362,362,ITER_PNP_OK
122,362,353,0.001378,0.179354,1.144478,353,353,ITER_PNP_OK
123,352,336,0.001659,0.225327,1.507838,336,336,ITER_PNP_OK
124,336,327,0.002003,0.282747,1.435942,327,327,ITER_PNP_OK
125,327,320,0.002268,0.332251,1.058744,320,320,ITER_PNP_OK
126,262,252,0.002560,0.392005,1.428974,252,252,ITER_PNP_OK
127,252,240,0.003522,0.553564,2.050087,240,240,ITER_PNP_OK
128,240,235,0.004699,0.683642,1.969316,235,235,ITER_PNP_OK
129,235,216,0.005025,0.786563,2.396324,216,216,ITER_PNP_OK
130,216,208,0.006245,0.961842,2.877906,208,208,ITER_PNP_OK
131,208,191,0.006837,1.109849,2.608899,191,191,ITER_PNP_OK
132,191,185,0.007736,1.295410,2.851977,185,185,ITER_PNP_OK
133,185,158,0.008282,1.331015,3.092150,158,158,ITER_PNP_OK
134,158,122,0.007582,1.218037,3.345017,122,122,ITER_PNP_OK
135,122,122,0.008313,1.361904,3.897397,122,199,ITER_PNP_OK_REBUILD
136,199,195,0.000918,0.122916,0.334919,195,195,ITER_PNP_OK
137,195,191,0.001381,0.164957,0.658158,191,191,ITER_PNP_OK
138,191,187,0.001745,0.241063,1.137334,187,187,ITER_PNP_OK
139,187,187,0.002110,0.303554,1.549100,187,187,ITER_PNP_OK
140,187,186,0.002632,0.385578,2.016999,186,186,ITER_PNP_OK
141,186,180,0.002932,0.453451,2.097635,180,180,ITER_PNP_OK
142,160,155,0.002755,0.350649,2.719133,155,155,ITER_PNP_OK
143,155,152,0.002851,0.425959,2.807417,152,152,ITER_PNP_OK
144,152,146,0.003132,0.501808,3.233153,146,146,ITER_PNP_OK
145,146,141,0.003842,0.543458,2.059820,141,141,ITER_PNP_OK
146,141,130,0.003964,0.564139,1.993790,130,130,ITER_PNP_OK
147,130,123,0.004364,0.592829,2.248035,123,123,ITER_PNP_OK
148,123,123,0.004970,0.666509,2.439053,123,123,ITER_PNP_OK
149,123,118,0.005391,0.722956,2.222356,118,439,ITER_PNP_OK_REBUILD
150,313,301,0.002980,0.370453,2.684919,301,273,ITER_PNP_OK_REBUILD
151,273,267,0.001375,0.154663,0.764283,267,267,ITER_PNP_OK
152,267,266,0.001854,0.231316,1.266627,266,266,ITER_PNP_OK
153,266,256,0.002567,0.299216,1.781450,256,256,ITER_PNP_OK
154,256,242,0.003032,0.376642,2.047874,242,242,ITER_PNP_OK
155,242,225,0.003059,0.324334,2.162188,225,225,ITER_PNP_OK
156,225,211,0.002979,0.338874,2.392001,211,211,ITER_PNP_OK
157,211,211,0.003479,0.361973,2.878674,211,211,ITER_PNP_OK
158,211,194,0.003297,0.378541,2.658446,194,194,ITER_PNP_OK
159,194,181,0.003470,0.377410,2.186638,181,181,ITER_PNP_OK
160,181,181,0.003905,0.426936,2.299678,181,181,ITER_PNP_OK
161,181,179,0.004345,0.484435,2.431359,179,179,ITER_PNP_OK
162,179,179,0.004639,0.527655,2.579989,179,179,ITER_PNP_OK
163,179,179,0.005099,0.578745,2.852064,179,179,ITER_PNP_OK
164,179,179,0.005466,0.622580,3.126528,179,179,ITER_PNP_OK
165,179,178,0.005739,0.652467,3.329253,178,299,ITER_PNP_OK_REBUILD
166,297,294,0.002174,0.219992,1.602145,294,294,ITER_PNP_OK
167,266,251,0.003354,0.342340,2.364305,251,251,ITER_PNP_OK
168,235,227,0.004002,0.386840,2.048004,227,227,ITER_PNP_OK
169,226,215,0.004915,0.456688,2.521470,215,215,ITER_PNP_OK
170,215,204,0.006136,0.571920,2.257595,204,204,ITER_PNP_OK
171,204,181,0.006609,0.755803,2.992771,181,181,ITER_PNP_OK
172,180,173,0.007378,0.930850,3.921499,173,173,ITER_PNP_OK
173,173,137,0.005678,0.696163,2.820856,137,137,ITER_PNP_OK
174,137,124,0.005969,0.784792,2.519640,124,124,ITER_PNP_OK
175,123,105,0.006035,0.815695,2.829616,105,266,ITER_PNP_OK_REBUILD
176,266,259,0.001417,0.147930,0.745828,259,259,ITER_PNP_OK
177,259,251,0.002002,0.217169,1.217396,251,251,ITER_PNP_OK
178,251,245,0.002836,0.281917,1.814952,245,245,ITER_PNP_OK
179,245,230,0.003496,0.287769,2.527125,230,230,ITER_PNP_OK
180,230,224,0.004450,0.364193,2.452176,224,392,ITER_PNP_OK_REBUILD
181,392,386,0.001661,0.200368,1.093493,386,386,ITER_PNP_OK
182,378,362,0.002271,0.293307,1.806968,362,362,ITER_PNP_OK
183,324,285,0.003754,0.495832,2.322955,285,285,ITER_PNP_OK
184,283,252,0.003388,0.465263,2.103057,252,252,ITER_PNP_OK
185,252,242,0.002942,0.409373,2.179339,242,242,ITER_PNP_OK
186,242,240,0.003502,0.469045,2.590316,240,240,ITER_PNP_OK
187,240,222,0.003968,0.570051,2.286716,222,222,ITER_PNP_OK
188,222,220,0.004446,0.624320,1.856467,220,220,ITER_PNP_OK
189,220,210,0.004688,0.673212,1.999297,210,210,ITER_PNP_OK
190,210,200,0.004787,0.706395,2.045696,200,200,ITER_PNP_OK
191,200,186,0.004325,0.627207,1.929210,186,186,ITER_PNP_OK
192,186,173,0.004922,0.662840,2.235116,173,173,ITER_PNP_OK
193,173,163,0.004746,0.688988,2.232242,163,163,ITER_PNP_OK
194,163,148,0.005008,0.734562,2.171057,148,148,ITER_PNP_OK
195,148,137,0.004440,0.651584,1.831026,137,378,ITER_PNP_OK_REBUILD
196,350,341,0.001619,0.144805,1.127516,341,341,ITER_PNP_OK
197,327,274,0.001600,0.196038,1.617455,274,274,ITER_PNP_OK
198,265,228,0.002061,0.273195,1.937073,228,228,ITER_PNP_OK
199,207,195,0.002570,0.328662,1.535967,195,195,ITER_PNP_OK
200,194,187,0.002477,0.315168,1.427108,187,187,ITER_PNP_OK
201,186,184,0.002765,0.341516,1.470834,184,184,ITER_PNP_OK
202,184,184,0.002832,0.359954,1.755073,184,184,ITER_PNP_OK
203,184,184,0.003096,0.371821,2.290988,184,184,ITER_PNP_OK
204,184,179,0.003199,0.416794,1.969876,179,179,ITER_PNP_OK
205,179,166,0.003224,0.478328,2.098789,166,166,ITER_PNP_OK
206,166,151,0.003033,0.448145,2.231464,151,151,ITER_PNP_OK
207,151,146,0.002829,0.459544,2.491864,146,146,ITER_PNP_OK
208,145,139,0.003323,0.490851,2.524175,139,139,ITER_PNP_OK
209,139,138,0.003732,0.537864,2.909995,138,138,ITER_PNP_OK
210,138,136,0.003925,0.591489,2.070628,136,330,ITER_PNP_OK_REBUILD
211,324,295,0.001087,0.132390,0.681986,295,295,ITER_PNP_OK
212,295,281,0.001758,0.239182,1.739505,281,281,ITER_PNP_OK
213,281,275,0.002260,0.308923,1.863287,275,275,ITER_PNP_OK
214,275,265,0.003049,0.412252,1.926392,265,265,ITER_PNP_OK
215,265,251,0.003712,0.516134,1.633738,251,251,ITER_PNP_OK
216,221,199,0.004264,0.613079,2.282929,199,199,ITER_PNP_OK
217,192,171,0.005040,0.702625,2.696163,171,171,ITER_PNP_OK
218,171,156,0.004759,0.635443,2.441384,156,156,ITER_PNP_OK
219,156,148,0.005178,0.689316,2.754580,148,148,ITER_PNP_OK
220,148,140,0.005026,0.792464,3.095218,140,140,ITER_PNP_OK
221,140,140,0.005368,0.832260,3.283724,140,140,ITER_PNP_OK
222,140,140,0.005402,0.851545,3.168408,140,140,ITER_PNP_OK
223,140,140,0.005483,0.804032,3.016979,140,140,ITER_PNP_OK
224,137,134,0.005188,0.774891,2.568288,134,134,ITER_PNP_OK
225,134,132,0.004984,0.754290,2.453064,132,225,ITER_PNP_OK_REBUILD
226,209,204,0.002080,0.303603,1.196974,204,204,ITER_PNP_OK
227,187,167,0.003384,0.486142,1.891770,167,167,ITER_PNP_OK
228,162,149,0.004839,0.759016,2.444803,149,149,ITER_PNP_OK
229,148,132,0.006927,1.103080,2.548411,132,132,ITER_PNP_OK
230,132,107,0.003316,0.573023,4.085516,107,233,ITER_PNP_OK_REBUILD
231,231,219,0.001766,0.229761,1.071949,219,219,ITER_PNP_OK
232,178,174,0.002480,0.402463,1.585574,174,174,ITER_PNP_OK
233,174,174,0.002828,0.440321,2.081403,174,174,ITER_PNP_OK
234,174,173,0.003070,0.481076,1.891163,173,173,ITER_PNP_OK
235,173,171,0.003379,0.519372,2.182388,171,171,ITER_PNP_OK
236,171,169,0.003422,0.539570,2.049539,169,169,ITER_PNP_OK
237,169,155,0.003568,0.528905,2.478022,155,155,ITER_PNP_OK
238,155,150,0.003653,0.542664,2.753361,150,150,ITER_PNP_OK
239,150,147,0.004226,0.600690,3.410656,147,147,ITER_PNP_OK
240,138,125,0.004811,0.704855,2.303210,125,167,ITER_PNP_OK_REBUILD
241,166,145,0.002008,0.270004,1.063980,145,145,ITER_PNP_OK
242,141,131,0.002652,0.405758,1.325385,131,131,ITER_PNP_OK
243,131,130,0.003471,0.507238,1.552276,130,130,ITER_PNP_OK
244,130,130,0.004366,0.624331,1.983661,130,130,ITER_PNP_OK
245,130,125,0.004947,0.677966,2.215939,125,125,ITER_PNP_OK
246,125,123,0.005321,0.700820,2.557605,123,123,ITER_PNP_OK
247,123,123,0.005687,0.748227,2.766608,123,123,ITER_PNP_OK
248,123,123,0.005444,0.760464,2.844540,123,123,ITER_PNP_OK
249,42,42,0.005404,0.611345,1.919324,42,160,ITER_PNP_OK_REBUILD
250,160,159,0.001284,0.173701,0.660725,159,159,ITER_PNP_OK
251,159,159,0.002245,0.297564,1.278299,159,159,ITER_PNP_OK
252,159,159,0.003447,0.430368,1.973665,159,159,ITER_PNP_OK
253,159,156,0.004535,0.598188,2.632904,156,156,ITER_PNP_OK
254,156,149,0.005404,0.658989,1.979343,149,149,ITER_PNP_OK
255,149,149,0.006126,0.767462,2.317148,149,543,ITER_PNP_OK_REBUILD
256,543,532,0.001471,0.172256,0.923925,532,532,ITER_PNP_OK
257,532,522,0.002204,0.251938,1.358986,522,522,ITER_PNP_OK
258,521,493,0.002836,0.317959,1.800313,493,493,ITER_PNP_OK
259,488,442,0.003371,0.348351,1.883752,442,442,ITER_PNP_OK
260,442,398,0.003807,0.437574,1.396604,398,398,ITER_PNP_OK
261,397,380,0.003709,0.433645,1.665447,380,380,ITER_PNP_OK
262,369,338,0.004196,0.503091,1.799167,338,338,ITER_PNP_OK
263,302,283,0.003980,0.523204,2.122087,283,283,ITER_PNP_OK
264,267,250,0.004524,0.570969,2.981712,250,250,ITER_PNP_OK
265,220,201,0.006466,0.796249,3.321445,201,201,ITER_PNP_OK
266,190,156,0.007366,0.969486,3.249394,156,156,ITER_PNP_OK
267,149,130,0.008175,1.088349,2.960420,130,130,ITER_PNP_OK
268,127,100,0.007670,1.169926,3.174486,100,158,ITER_PNP_OK_REBUILD
269,158,143,0.002416,0.347843,0.951996,143,143,ITER_PNP_OK
270,141,132,0.003415,0.476191,1.503120,132,199,ITER_PNP_OK_REBUILD
271,197,195,0.002378,0.284123,0.995497,195,195,ITER_PNP_OK
272,192,179,0.003221,0.442203,1.589103,179,179,ITER_PNP_OK
273,164,156,0.004554,0.595529,2.208076,156,156,ITER_PNP_OK
274,156,142,0.005374,0.816192,2.941313,142,142,ITER_PNP_OK
275,142,123,0.004859,0.769625,2.469505,123,123,ITER_PNP_OK
276,123,111,0.004026,0.656073,3.289313,111,543,ITER_PNP_OK_REBUILD
277,510,475,0.002245,0.244937,1.046160,475,475,ITER_PNP_OK
278,451,397,0.003750,0.458436,1.712285,397,397,ITER_PNP_OK
279,375,316,0.004301,0.582149,2.021531,316,316,ITER_PNP_OK
280,301,257,0.004250,0.593344,2.068676,257,257,ITER_PNP_OK
281,239,222,0.005411,0.783112,2.119086,222,222,ITER_PNP_OK
282,218,189,0.006036,0.802072,2.161343,189,189,ITER_PNP_OK
283,189,176,0.007121,0.974338,2.429788,176,176,ITER_PNP_OK
284,176,163,0.007663,1.001975,2.821922,163,163,ITER_PNP_OK
285,163,130,0.006922,0.952108,2.910919,130,208,ITER_PNP_OK_REBUILD
286,186,177,0.002808,0.274059,0.983039,177,177,ITER_PNP_OK
287,171,164,0.004181,0.449944,1.558452,164,164,ITER_PNP_OK
288,157,147,0.005477,0.597713,2.011731,147,147,ITER_PNP_OK
289,129,108,0.006730,0.928029,2.476749,108,119,ITER_PNP_OK_REBUILD
290,98,96,0.002031,0.348534,0.995217,96,144,ITER_PNP_OK_REBUILD
291,143,138,0.002895,0.301262,0.829740,138,138,ITER_PNP_OK
292,137,125,0.004660,0.478864,1.727910,125,125,ITER_PNP_OK
293,125,110,0.005057,0.626404,1.554621,110,181,ITER_PNP_OK_REBUILD
294,165,157,0.001921,0.281330,0.748689,157,157,ITER_PNP_OK
295,147,144,0.002589,0.377477,1.701690,144,144,ITER_PNP_OK
296,144,133,0.002960,0.466778,2.497014,133,133,ITER_PNP_OK
297,133,119,0.002831,0.473011,2.220703,119,348,ITER_PNP_OK_REBUILD
298,216,203,0.003519,0.375828,1.704316,203,203,ITER_PNP_OK
299,179,175,0.005333,0.595107,2.249545,175,175,ITER_PNP_OK
300,172,148,0.006552,0.782176,2.602299,148,101,ITER_PNP_OK_REBUILD
301,100,98,0.002341,0.305372,1.448756,98,89,ITER_PNP_OK_REBUILD
302,89,81,0.003285,0.477225,1.749287,81,106,ITER_PNP_OK_REBUILD
303,106,100,0.004607,0.446010,2.426922,100,119,ITER_PNP_OK_REBUILD
304,119,114,0.002830,0.267690,1.358002,114,50,ITER_PNP_OK_REBUILD
305,50,50,0.002128,0.335128,1.275434,50,108,ITER_PNP_OK_REBUILD
306,103,102,0.001913,0.287064,0.981200,102,212,ITER_PNP_OK_REBUILD
307,210,203,0.003217,0.468573,1.166317,203,203,ITER_PNP_OK
308,198,183,0.004957,0.696207,2.686534,183,183,ITER_PNP_OK
309,170,158,0.006773,0.972536,2.833398,158,158,ITER_PNP_OK
310,158,136,0.009376,1.361613,3.275524,136,136,ITER_PNP_OK
311,134,88,0.010620,1.520544,3.347064,88,209,ITER_PNP_OK_REBUILD
312,179,158,0.003236,0.320230,0.828437,158,158,ITER_PNP_OK
313,147,137,0.005396,0.637399,1.494527,137,137,ITER_PNP_OK
314,110,98,0.007980,0.670365,2.218636,98,188,ITER_PNP_OK_REBUILD
315,173,165,0.003242,0.412397,3.228140,165,150,ITER_PNP_OK_REBUILD
316,107,92,0.003181,0.345091,1.103373,92,201,ITER_PNP_OK_REBUILD
317,172,165,0.002247,0.271101,1.741481,165,165,ITER_PNP_OK
318,144,141,0.002942,0.420143,1.550481,141,141,ITER_PNP_OK
319,137,132,0.003627,0.543929,2.065288,132,132,ITER_PNP_OK
320,131,126,0.005141,0.652777,2.537361,126,126,ITER_PNP_OK
321,119,114,0.007116,0.916690,3.215955,114,113,ITER_PNP_OK_REBUILD
322,76,70,0.004170,0.398736,1.323831,70,70,ITER_PNP_OK
323,70,66,0.004694,0.468806,1.200671,66,66,ITER_PNP_OK
324,66,65,0.005465,0.612923,1.654199,65,147,ITER_PNP_OK_REBUILD
325,147,146,0.002163,0.240793,1.216182,146,146,ITER_PNP_OK
326,146,139,0.002815,0.373883,1.574378,139,139,ITER_PNP_OK
327,135,127,0.003486,0.448968,1.444954,127,127,ITER_PNP_OK
328,121,108,0.003565,0.504029,1.723471,108,147,ITER_PNP_OK_REBUILD
329,130,127,0.001729,0.252654,1.524894,127,127,ITER_PNP_OK
330,127,125,0.003372,0.429055,1.844473,125,265,ITER_PNP_OK_REBUILD
331,259,244,0.001981,0.250262,1.119221,244,244,ITER_PNP_OK
332,239,235,0.002925,0.389421,2.298231,235,235,ITER_PNP_OK
333,232,225,0.004580,0.559640,3.556032,225,225,ITER_PNP_OK
334,221,195,0.006397,0.750976,3.190720,195,195,ITER_PNP_OK
335,188,160,0.007320,0.831048,2.885565,160,160,ITER_PNP_OK
336,160,129,0.007357,1.007868,3.198192,129,129,ITER_PNP_OK
337,129,114,0.008313,1.130676,3.429430,114,216,ITER_PNP_OK_REBUILD
338,177,161,0.004628,0.596530,2.387615,161,161,ITER_PNP_OK
339,161,140,0.005155,0.675551,3.008301,140,140,ITER_PNP_OK
340,140,132,0.005749,0.653812,2.637707,132,132,ITER_PNP_OK
341,132,115,0.006161,0.682376,2.944397,115,279,ITER_PNP_OK_REBUILD
342,277,269,0.003425,0.394780,1.523271,269,269,ITER_PNP_OK
343,267,236,0.005633,0.663928,2.118368,236,236,ITER_PNP_OK
344,235,200,0.007082,0.902090,2.454537,200,200,ITER_PNP_OK
345,200,166,0.008671,1.200226,2.942607,166,286,ITER_PNP_OK_REBUILD
346,282,272,0.002167,0.241556,1.030694,272,272,ITER_PNP_OK
347,234,216,0.004116,0.494981,2.409528,216,216,ITER_PNP_OK
348,214,200,0.005979,0.757656,2.262934,200,200,ITER_PNP_OK
349,200,176,0.007062,0.929928,2.492820,176,176,ITER_PNP_OK
350,176,148,0.007268,1.003667,2.939684,148,148,ITER_PNP_OK
351,148,123,0.008371,1.048981,2.968536,123,123,ITER_PNP_OK
352,123,85,0.009059,1.271478,3.163153,85,200,ITER_PNP_OK_REBUILD
353,185,173,0.001984,0.282314,1.061250,173,173,ITER_PNP_OK
354,170,169,0.002809,0.392997,1.597905,169,169,ITER_PNP_OK
355,124,116,0.004633,0.634597,2.624751,116,40,ITER_PNP_OK_REBUILD
356,40,40,0.001429,0.247860,0.563135,40,76,ITER_PNP_OK_REBUILD
357,76,68,0.004655,0.467187,1.085831,68,184,ITER_PNP_OK_REBUILD
358,168,159,0.001861,0.257712,0.925538,159,159,ITER_PNP_OK
359,157,149,0.003256,0.498846,1.932520,149,149,ITER_PNP_OK
360,149,147,0.004591,0.695998,2.797096,147,143,ITER_PNP_OK_REBUILD
361,142,129,0.002503,0.338197,1.097590,129,129,ITER_PNP_OK
362,119,110,0.003278,0.462563,1.622392,110,172,ITER_PNP_OK_REBUILD
363,141,129,0.003140,0.427262,1.339935,129,129,ITER_PNP_OK
364,113,91,0.005635,0.751107,2.192914,91,91,ITER_PNP_OK
365,82,70,0.007290,1.133593,2.768599,70,200,ITER_PNP_OK_REBUILD
366,177,174,0.001639,0.239658,1.266420,174,174,ITER_PNP_OK
367,174,172,0.002372,0.392284,2.072242,172,172,ITER_PNP_OK
368,171,160,0.004002,0.640395,2.878140,160,160,ITER_PNP_OK
369,160,146,0.005530,0.777435,3.529470,146,146,ITER_PNP_OK
370,145,125,0.006929,0.915749,3.201316,125,125,ITER_PNP_OK
371,95,82,0.007250,1.155608,4.062160,82,124,ITER_PNP_OK_REBUILD
372,124,124,0.002616,0.357784,1.100724,124,124,ITER_PNP_OK
373,124,122,0.004308,0.570900,1.646189,122,122,ITER_PNP_OK
374,113,106,0.005165,0.723669,2.113905,106,285,ITER_PNP_OK_REBUILD
375,283,274,0.003094,0.354145,2.425071,274,371,ITER_PNP_OK_REBUILD
376,371,353,0.002273,0.250478,0.743812,353,353,ITER_PNP_OK
377,316,269,0.004066,0.537426,1.640259,269,269,ITER_PNP_OK
378,268,246,0.002465,0.358648,1.980453,246,246,ITER_PNP_OK
379,189,170,0.003940,0.616926,2.203874,170,170,ITER_PNP_OK
380,170,154,0.004506,0.681916,1.808088,154,154,ITER_PNP_OK
381,153,146,0.005819,0.785754,2.152562,146,146,ITER_PNP_OK
382,146,127,0.006778,1.114250,3.002088,127,127,ITER_PNP_OK
383,127,111,0.008291,1.293824,3.046134,111,47,ITER_PNP_OK_REBUILD
384,47,47,0.001640,0.244395,0.791733,47,109,ITER_PNP_OK_REBUILD
385,109,105,0.002950,0.410110,1.080931,105,182,ITER_PNP_OK_REBUILD
386,181,181,0.002410,0.340523,1.460428,181,181,ITER_PNP_OK
387,180,173,0.003954,0.567257,2.737005,173,173,ITER_PNP_OK
388,173,160,0.006075,0.899951,2.330212,160,160,ITER_PNP_OK
